# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
12471_6	k141_66828	5203	6570	+	1368	55
12471_7	k141_66828	6573	7985	+	1413	35
12471_8	k141_66828	8059	9582	+	1524	45
12471_9	k141_66828	9651	10199	+	549	9
12471_10	k141_66828	10262	10468	-	207	2
12472_1	k141_6801	149	817	-	669	26
12472_2	k141_6801	786	1619	-	834	61
12472_3	k141_6801	1726	1902	-	177	2
12473_1	k141_17353	3	2180	-	2178	49
12473_2	k141_17353	2283	3095	-	813	27
12473_3	k141_17353	3290	4042	+	753	67
12473_4	k141_17353	4261	4653	-	393	60
12473_5	k141_17353	4665	5087	-	423	82
12473_6	k141_17353	5241	5429	-	189	6
12473_7	k141_17353	5432	6190	-	759	38
12473_8	k141_17353	6192	6791	-	600	20
12473_9	k141_17353	6784	7110	-	327	25
12473_10	k141_17353	7205	7990	-	786	38
12473_11	k141_17353	7938	8177	-	240	9
12473_12	k141_17353	8368	8601	+	234	6
12473_13	k141_17353	8616	9509	-	894	74
12473_14	k141_17353	9513	10997	-	1485	105
12473_15	k141_17353	11287	12441	+	1155	96
12473_16	k141_17353	12455	13492	+	1038	90
12473_17	k141_17353	13522	14079	-	558	54
12473_18	k141_17353	14072	14536	-	465	36
12473_19	k141_17353	14610	14978	-	369	14
12473_20	k141_17353	14929	15279	-	351	7
12474_1	k141_59956	2	208	+	207	5
12474_2	k141_59956	211	957	+	747	12
12474_3	k141_59956	971	1162	+	192	0
12474_4	k141_59956	1236	2495	+	1260	42
12474_5	k141_59956	2479	2931	+	453	13
12474_6	k141_59956	2933	3214	+	282	3
12475_1	k141_17361	1	102	-	102	0
12475_2	k141_17361	106	804	-	699	12
12475_3	k141_17361	816	1100	-	285	9
12476_1	k141_42228	1	732	-	732	24
12476_2	k141_42228	938	1660	+	723	22
12477_1	k141_66836	3	1058	+	1056	6
12477_2	k141_66836	1074	1976	+	903	8
12478_1	k141_17369	1	1125	+	1125	49
12479_1	k141_66840	84	545	+	462	12
12479_2	k141_66840	604	1308	+	705	27
12479_3	k141_66840	1310	2605	+	1296	59
12479_4	k141_66840	2711	2872	+	162	13
12479_5	k141_66840	2876	3442	+	567	27
12480_1	k141_59970	1	1335	-	1335	17
12481_1	k141_42244	1	576	-	576	3
12481_2	k141_42244	1009	1791	-	783	23
12482_1	k141_59976	2	496	-	495	15
12482_2	k141_59976	587	1165	-	579	13
12483_1	k141_66846	3	383	-	381	14
12483_2	k141_66846	420	587	-	168	13
12483_3	k141_66846	800	2005	-	1206	65
12483_4	k141_66846	2114	2572	-	459	29
12484_1	k141_42252	96	500	-	405	15
12484_2	k141_42252	515	922	-	408	9
12485_1	k141_59979	1	165	+	165	1
12485_2	k141_59979	177	539	+	363	8
12485_3	k141_59979	825	1268	+	444	34
12486_1	k141_66850	1	96	+	96	0
12486_2	k141_66850	191	1150	+	960	8
12487_1	k141_42253	1	1323	-	1323	18
12488_1	k141_6802	3	992	-	990	23
12488_2	k141_6802	997	1485	-	489	5
12488_3	k141_6802	1544	2806	-	1263	34
12488_4	k141_6802	2935	3810	+	876	17
12488_5	k141_6802	4094	6313	-	2220	41
12488_6	k141_6802	6562	7545	+	984	16
12488_7	k141_6802	7592	8644	-	1053	24
12488_8	k141_6802	8629	9063	-	435	14
12488_9	k141_6802	9084	10130	-	1047	25
12488_10	k141_6802	10142	11296	-	1155	29
12488_11	k141_6802	11293	12456	-	1164	19
12488_12	k141_6802	12487	13323	-	837	34
12488_13	k141_6802	13326	14066	-	741	16
12488_14	k141_6802	14138	14689	-	552	20
12488_15	k141_6802	14723	15442	-	720	30
12488_16	k141_6802	15547	16677	-	1131	36
12488_17	k141_6802	16690	17715	-	1026	40
12489_1	k141_66855	2	262	-	261	5
12489_2	k141_66855	217	441	-	225	10
12489_3	k141_66855	438	752	-	315	12
12489_4	k141_66855	931	1230	+	300	14
12489_5	k141_66855	1426	1521	-	96	3
12490_1	k141_42255	21	1094	+	1074	11
12490_2	k141_42255	1297	1608	+	312	5
12490_3	k141_42255	1612	1686	+	75	0
12491_1	k141_59980	235	648	+	414	12
12491_2	k141_59980	645	1772	+	1128	30
12491_3	k141_59980	1759	4008	+	2250	68
12492_1	k141_49121	1	1212	+	1212	115
12492_2	k141_49121	1205	2041	+	837	75
12492_3	k141_49121	2307	3020	+	714	52
12492_4	k141_49121	3059	4243	+	1185	100
12492_5	k141_49121	4648	5337	-	690	42
12492_6	k141_49121	5500	6579	+	1080	65
12492_7	k141_49121	6887	8071	-	1185	90
12492_8	k141_49121	8383	9285	+	903	53
12492_9	k141_49121	9335	9634	+	300	13
12492_10	k141_49121	9737	11560	+	1824	92
12492_11	k141_49121	11557	12237	-	681	51
12492_12	k141_49121	12614	14299	+	1686	111
12492_13	k141_49121	14286	14393	+	108	0
12492_14	k141_49121	14404	15015	+	612	38
12492_15	k141_49121	15088	15588	+	501	39
12492_16	k141_49121	15690	17099	-	1410	131
12492_17	k141_49121	17096	17797	-	702	49
12492_18	k141_49121	17813	20194	-	2382	210
12492_19	k141_49121	20369	20518	+	150	8
12492_20	k141_49121	20502	21449	+	948	105
12492_21	k141_49121	21453	23090	+	1638	137
12492_22	k141_49121	23106	24908	+	1803	170
12492_23	k141_49121	24895	25497	+	603	53
12492_24	k141_49121	25616	25978	+	363	82
12493_1	k141_59982	1	1173	+	1173	18
12493_2	k141_59982	1418	1477	+	60	0
12494_1	k141_66862	2	1804	-	1803	58
12495_1	k141_42257	194	2269	-	2076	65
12495_2	k141_42257	2429	3457	-	1029	50
12495_3	k141_42257	3493	4626	-	1134	31
12495_4	k141_42257	4635	4958	-	324	6
12496_1	k141_49127	3	275	+	273	5
12496_2	k141_49127	483	689	-	207	7
12496_3	k141_49127	833	2497	+	1665	52
12497_1	k141_42258	3	1124	-	1122	15
12498_1	k141_49130	1	336	+	336	4
12498_2	k141_49130	400	1758	-	1359	37
12498_3	k141_49130	1830	2009	-	180	0
12499_1	k141_17373	822	2108	+	1287	82
12499_2	k141_17373	2382	3857	-	1476	51
12499_3	k141_17373	4123	4770	+	648	16
12499_4	k141_17373	4978	5799	+	822	42
12499_5	k141_17373	6359	7516	+	1158	33
12499_6	k141_17373	7582	8319	+	738	24
12499_7	k141_17373	8496	9194	+	699	20
12499_8	k141_17373	9217	11511	+	2295	111
12499_9	k141_17373	11340	11780	-	441	14
12499_10	k141_17373	12113	12925	+	813	57
12499_11	k141_17373	13045	13881	+	837	24
12499_12	k141_17373	13944	14678	+	735	26
12499_13	k141_17373	14694	15029	+	336	19
12499_14	k141_17373	15219	15818	-	600	28
12499_15	k141_17373	16191	16787	+	597	23
12499_16	k141_17373	17017	17829	+	813	26
12500_1	k141_42263	1	72	+	72	0
12500_2	k141_42263	26	550	+	525	9
12500_3	k141_42263	555	1316	+	762	7
12500_4	k141_42263	1300	1410	+	111	0
12501_1	k141_17375	1	513	-	513	8
12501_2	k141_17375	563	1483	-	921	19
12502_1	k141_49137	3	413	+	411	3
12502_2	k141_49137	403	1434	+	1032	16
12502_3	k141_49137	1453	1620	+	168	0
12503_1	k141_66877	2	946	+	945	57
12503_2	k141_66877	1102	1359	+	258	21
12503_3	k141_66877	1398	1652	-	255	15
12503_4	k141_66877	2015	2866	+	852	44
12503_5	k141_66877	2886	3758	+	873	37
12503_6	k141_66877	3978	4211	+	234	5
12503_7	k141_66877	4287	4946	-	660	16
12504_1	k141_6819	1	573	-	573	162
12504_2	k141_6819	656	835	-	180	7
12504_3	k141_6819	994	2142	-	1149	181
12504_4	k141_6819	2441	3484	-	1044	117
12504_5	k141_6819	3602	5146	-	1545	220
12504_6	k141_6819	5271	6089	+	819	149
12504_7	k141_6819	6336	8420	-	2085	347
12504_8	k141_6819	8709	9059	-	351	54
12505_1	k141_17392	3	824	+	822	16
12505_2	k141_17392	903	1598	-	696	14
12506_1	k141_66888	1	252	-	252	4
12506_2	k141_66888	654	911	-	258	2
12506_3	k141_66888	947	2761	-	1815	56
12507_1	k141_17393	37	969	-	933	17
12508_1	k141_6832	84	659	-	576	49
12508_2	k141_6832	861	1238	-	378	124
12509_1	k141_59983	2	412	+	411	4
12509_2	k141_59983	899	1213	+	315	19
12509_3	k141_59983	1311	1937	+	627	31
12509_4	k141_59983	1966	2589	+	624	15
12509_5	k141_59983	2589	2891	+	303	2
12509_6	k141_59983	2928	3761	+	834	18
12509_7	k141_59983	3804	4076	+	273	4
12509_8	k141_59983	4165	4503	+	339	2
12509_9	k141_59983	4523	5251	+	729	37
12509_10	k141_59983	5254	5676	+	423	9
12509_11	k141_59983	5679	5882	+	204	3
12509_12	k141_59983	5959	6216	+	258	0
12509_13	k141_59983	6309	6677	+	369	2
12509_14	k141_59983	6699	7022	+	324	8
12509_15	k141_59983	7049	7588	+	540	44
12509_16	k141_59983	7608	7793	+	186	4
12509_17	k141_59983	7987	8385	+	399	16
12509_18	k141_59983	8477	9025	+	549	27
12509_19	k141_59983	9045	9404	+	360	2
12509_20	k141_59983	9424	9927	+	504	25
12509_21	k141_59983	9947	10126	+	180	2
12509_22	k141_59983	10147	10587	+	441	10
12509_23	k141_59983	10590	11924	+	1335	52
12509_24	k141_59983	11948	12586	+	639	16
12509_25	k141_59983	12590	13336	+	747	19
12509_26	k141_59983	13346	13603	+	258	19
12509_27	k141_59983	13638	13856	+	219	2
12509_28	k141_59983	14294	14662	+	369	40
12509_29	k141_59983	14680	15078	+	399	18
12509_30	k141_59983	15112	15705	+	594	25
12509_31	k141_59983	15811	16761	+	951	20
12509_32	k141_59983	16777	17121	+	345	6
12509_33	k141_59983	17366	17671	+	306	16
12509_34	k141_59983	17714	18925	-	1212	55
12509_35	k141_59983	19021	21873	-	2853	58
12510_1	k141_66899	53	316	+	264	45
12510_2	k141_66899	313	645	+	333	45
12510_3	k141_66899	638	952	-	315	4
12510_4	k141_66899	1012	1536	-	525	53
12510_5	k141_66899	1655	1807	-	153	15
12511_1	k141_17404	2	2125	+	2124	71
12511_2	k141_17404	2236	2784	-	549	11
12512_1	k141_59984	2	532	-	531	5
12512_2	k141_59984	529	2067	-	1539	68
12512_3	k141_59984	2251	3381	-	1131	40
12512_4	k141_59984	3594	3674	-	81	1
12513_1	k141_66906	2	196	+	195	0
12513_2	k141_66906	347	1981	+	1635	39
12513_3	k141_66906	2160	2390	-	231	8
12514_1	k141_59985	3	107	-	105	2
12514_2	k141_59985	218	916	+	699	17
12514_3	k141_59985	935	1921	+	987	43
12514_4	k141_59985	1918	2496	+	579	3
12515_1	k141_49140	1	693	-	693	32
12515_2	k141_49140	944	2308	-	1365	135
12515_3	k141_49140	2321	2593	-	273	8
12515_4	k141_49140	2616	3398	-	783	70
12515_5	k141_49140	3506	4093	-	588	58
12515_6	k141_49140	4105	6834	-	2730	221
12515_7	k141_49140	6835	7764	-	930	74
12515_8	k141_49140	7923	8360	-	438	23
12515_9	k141_49140	8383	8985	-	603	28
12515_10	k141_49140	9108	9722	+	615	31
12515_11	k141_49140	10007	10177	-	171	4
12515_12	k141_49140	10226	11353	-	1128	57
12515_13	k141_49140	11677	12378	-	702	49
12515_14	k141_49140	12459	13946	-	1488	111
12515_15	k141_49140	13956	18494	-	4539	327
12516_1	k141_17411	51	488	+	438	3
12516_2	k141_17411	497	1360	-	864	40
12516_3	k141_17411	1350	2468	-	1119	73
12516_4	k141_17411	2468	5101	-	2634	143
12516_5	k141_17411	5214	5432	-	219	10
12517_1	k141_6863	1	228	-	228	6
12517_2	k141_6863	350	1009	-	660	50
12517_3	k141_6863	1093	1821	-	729	89
12518_1	k141_49148	2	661	-	660	10
12518_2	k141_49148	759	1463	-	705	3
12519_1	k141_17412	3	2693	-	2691	53
12520_1	k141_53060	132	374	-	243	12
12520_2	k141_53060	499	1872	-	1374	71
12520_3	k141_53060	1866	2279	-	414	18
12520_4	k141_53060	2376	4841	-	2466	127
12520_5	k141_53060	4853	5230	-	378	29
12520_6	k141_53060	5303	6076	-	774	84
12520_7	k141_53060	6262	7536	-	1275	74
12520_8	k141_53060	7569	8192	-	624	52
12520_9	k141_53060	8186	9211	-	1026	90
12520_10	k141_53060	9262	9762	-	501	19
12520_11	k141_53060	9886	11943	-	2058	225
12520_12	k141_53060	11948	12559	-	612	31
12520_13	k141_53060	12563	12877	-	315	18
12520_14	k141_53060	12861	13334	-	474	12
12520_15	k141_53060	13399	13653	-	255	3
12520_16	k141_53060	13622	14296	-	675	86
12520_17	k141_53060	14436	15341	-	906	78
12520_18	k141_53060	15338	16132	-	795	86
12520_19	k141_53060	16148	17074	-	927	42
12520_20	k141_53060	17071	18441	-	1371	87
12520_21	k141_53060	18695	18895	+	201	11
12520_22	k141_53060	19040	19294	-	255	26
12520_23	k141_53060	19412	20251	-	840	66
12520_24	k141_53060	20372	20914	+	543	34
12520_25	k141_53060	20915	21247	-	333	16
12520_26	k141_53060	21528	23582	-	2055	164
12520_27	k141_53060	23823	26798	-	2976	303
12520_28	k141_53060	26919	27176	-	258	10
12520_29	k141_53060	27178	27981	-	804	32
12520_30	k141_53060	27974	28639	-	666	46
12520_31	k141_53060	28648	29346	-	699	54
12520_32	k141_53060	29443	31110	-	1668	183
12520_33	k141_53060	31462	31815	-	354	25
12520_34	k141_53060	31900	32484	-	585	47
12520_35	k141_53060	32521	33255	-	735	59
12520_36	k141_53060	33257	33682	-	426	25
12520_37	k141_53060	33667	35076	-	1410	108
12520_38	k141_53060	35078	35581	-	504	21
12520_39	k141_53060	35640	36905	-	1266	96
12520_40	k141_53060	37709	38083	-	375	42
12520_41	k141_53060	38178	39593	-	1416	138
12520_42	k141_53060	39768	42134	-	2367	174
12520_43	k141_53060	42313	42534	-	222	43
12520_44	k141_53060	42898	44217	-	1320	172
12520_45	k141_53060	44400	44681	-	282	29
12520_46	k141_53060	44825	45514	-	690	60
12520_47	k141_53060	45602	46468	-	867	81
12520_48	k141_53060	46604	46858	+	255	33
12520_49	k141_53060	46933	47676	-	744	49
12520_50	k141_53060	47748	48005	-	258	10
12520_51	k141_53060	48045	49958	-	1914	176
12520_52	k141_53060	49979	50890	-	912	84
12520_53	k141_53060	51243	52037	-	795	121
12520_54	k141_53060	52124	53545	-	1422	122
12520_55	k141_53060	53550	54137	-	588	78
12520_56	k141_53060	54291	54500	-	210	16
12520_57	k141_53060	54645	56006	-	1362	155
12520_58	k141_53060	56045	56509	-	465	41
12520_59	k141_53060	56651	57802	-	1152	115
12520_60	k141_53060	57898	60528	-	2631	305
12520_61	k141_53060	60800	61678	+	879	109
12520_62	k141_53060	61769	63949	-	2181	154
12520_63	k141_53060	63977	64819	-	843	67
12520_64	k141_53060	64819	65697	-	879	46
12520_65	k141_53060	65700	66995	-	1296	95
12520_66	k141_53060	67249	67380	-	132	8
12520_67	k141_53060	67457	68329	+	873	55
12520_68	k141_53060	68361	69755	-	1395	128
12520_69	k141_53060	69949	70707	-	759	58
12520_70	k141_53060	70710	71618	-	909	39
12520_71	k141_53060	71687	74608	-	2922	231
12520_72	k141_53060	74750	75328	-	579	49
12520_73	k141_53060	75386	75979	-	594	28
12520_74	k141_53060	75930	77894	-	1965	128
12520_75	k141_53060	77918	78673	-	756	86
12520_76	k141_53060	78874	79248	+	375	24
12520_77	k141_53060	79343	79855	-	513	58
12520_78	k141_53060	79898	80392	-	495	50
12520_79	k141_53060	80393	82486	-	2094	183
12520_80	k141_53060	82684	82950	-	267	25
12520_81	k141_53060	83106	84005	-	900	47
12520_82	k141_53060	84040	84927	-	888	39
12520_83	k141_53060	84938	85894	-	957	43
12520_84	k141_53060	85904	86272	-	369	19
12520_85	k141_53060	86285	88804	-	2520	175
12520_86	k141_53060	88847	89164	-	318	18
12520_87	k141_53060	89151	89429	-	279	12
12520_88	k141_53060	89429	90622	-	1194	71
12520_89	k141_53060	90664	91128	-	465	30
12520_90	k141_53060	91300	91740	-	441	41
12520_91	k141_53060	91724	92191	-	468	38
12520_92	k141_53060	92520	92879	-	360	34
12520_93	k141_53060	93036	93236	-	201	26
12520_94	k141_53060	93405	93815	-	411	17
12520_95	k141_53060	93802	94092	-	291	6
12520_96	k141_53060	94167	96413	-	2247	164
12520_97	k141_53060	96429	98354	-	1926	152
12520_98	k141_53060	98642	100546	-	1905	101
12520_99	k141_53060	100533	102212	-	1680	123
12520_100	k141_53060	102722	103885	+	1164	55
12520_101	k141_53060	104013	106166	-	2154	131
12520_102	k141_53060	106183	107727	-	1545	65
12520_103	k141_53060	107752	109071	-	1320	82
12520_104	k141_53060	109094	110224	-	1131	78
12520_105	k141_53060	110221	111519	-	1299	65
12520_106	k141_53060	111773	112174	+	402	33
12520_107	k141_53060	112244	113167	+	924	72
12520_108	k141_53060	113161	113598	+	438	51
12520_109	k141_53060	114201	115652	-	1452	103
12520_110	k141_53060	116194	117234	-	1041	94
12520_111	k141_53060	117444	119111	-	1668	117
12520_112	k141_53060	119259	120041	-	783	59
12520_113	k141_53060	120028	120756	-	729	22
12520_114	k141_53060	120749	121876	-	1128	93
12521_1	k141_49150	2	88	+	87	2
12521_2	k141_49150	297	1673	-	1377	56
12521_3	k141_49150	1897	2100	-	204	10
12522_1	k141_66927	3	1073	+	1071	30
12522_2	k141_66927	1070	2050	+	981	34
12523_1	k141_60003	3	263	+	261	5
12523_2	k141_60003	329	1312	+	984	38
12523_3	k141_60003	1326	1451	+	126	0
12524_1	k141_66928	3	1109	+	1107	30
12524_2	k141_66928	1161	2027	-	867	25
12525_1	k141_17420	3	278	+	276	1
12525_2	k141_17420	275	1204	-	930	24
12526_1	k141_17421	2	1054	+	1053	22
12527_1	k141_6865	3	806	+	804	13
12527_2	k141_6865	963	1934	+	972	32
12527_3	k141_6865	1973	2716	+	744	7
12527_4	k141_6865	2944	3669	-	726	28
12527_5	k141_6865	3872	4666	+	795	39
12527_6	k141_6865	4698	5933	+	1236	53
12528_1	k141_49156	3	347	+	345	19
12528_2	k141_49156	400	624	+	225	2
12528_3	k141_49156	599	1192	+	594	32
12528_4	k141_49156	1400	2110	+	711	31
12529_1	k141_53064	3	122	-	120	0
12529_2	k141_53064	126	434	-	309	36
12529_3	k141_53064	508	1608	-	1101	93
12529_4	k141_53064	1615	1755	-	141	4
12529_5	k141_53064	1843	6264	-	4422	330
12530_1	k141_60016	1	2022	+	2022	59
12530_2	k141_60016	2056	3180	+	1125	24
12531_1	k141_42270	3	215	+	213	8
12531_2	k141_42270	336	1961	+	1626	126
12531_3	k141_42270	1997	2770	+	774	73
12531_4	k141_42270	2824	4320	+	1497	149
12531_5	k141_42270	4443	5144	+	702	58
12531_6	k141_42270	5451	6314	-	864	61
12531_7	k141_42270	6324	7376	-	1053	37
12531_8	k141_42270	7509	8453	-	945	50
12531_9	k141_42270	8582	9313	+	732	30
12531_10	k141_42270	9346	9702	+	357	34
12531_11	k141_42270	9913	11379	+	1467	84
12531_12	k141_42270	11466	13196	-	1731	94
12531_13	k141_42270	13386	15923	+	2538	181
12531_14	k141_42270	16047	16700	-	654	50
12531_15	k141_42270	16873	19629	+	2757	221
12531_16	k141_42270	19668	20897	+	1230	87
12531_17	k141_42270	20910	24071	+	3162	161
12531_18	k141_42270	24127	25509	-	1383	109
12531_19	k141_42270	25800	26072	-	273	33
12531_20	k141_42270	26270	27043	-	774	53
12531_21	k141_42270	27057	27638	+	582	58
12531_22	k141_42270	27635	28678	-	1044	50
12531_23	k141_42270	28843	29580	+	738	48
12531_24	k141_42270	29594	30859	-	1266	36
12531_25	k141_42270	30979	31509	+	531	23
12531_26	k141_42270	31457	33490	-	2034	102
12531_27	k141_42270	33698	33835	+	138	15
12532_1	k141_49159	2	232	+	231	158
12532_2	k141_49159	590	772	+	183	69
12532_3	k141_49159	954	1751	-	798	288
12532_4	k141_49159	1771	2073	-	303	97
12532_5	k141_49159	2083	2289	-	207	49
12532_6	k141_49159	2286	2615	-	330	113
12532_7	k141_49159	2850	3026	-	177	7
12532_8	k141_49159	3042	3467	-	426	17
12533_1	k141_60017	1	1020	+	1020	11
12534_1	k141_53067	42	1061	+	1020	41
12534_2	k141_53067	1208	1765	-	558	9
12535_1	k141_49163	1	513	-	513	5
12535_2	k141_49163	905	1177	+	273	6
12536_1	k141_17423	1	207	+	207	12
12536_2	k141_17423	287	508	-	222	20
12536_3	k141_17423	565	732	-	168	11
12536_4	k141_17423	820	2013	-	1194	70
12536_5	k141_17423	2090	2437	+	348	14
12536_6	k141_17423	2424	4442	+	2019	144
12536_7	k141_17423	4439	5674	+	1236	77
12536_8	k141_17423	5833	7419	+	1587	121
12536_9	k141_17423	7543	7602	+	60	0
12537_1	k141_6886	1	174	+	174	2
12537_2	k141_6886	329	802	+	474	19
12537_3	k141_6886	805	1041	+	237	3
12538_1	k141_42278	402	1334	+	933	38
12538_2	k141_42278	1331	1753	+	423	12
12539_1	k141_66931	1	2169	-	2169	77
12539_2	k141_66931	2185	2355	-	171	5
12539_3	k141_66931	2373	2693	-	321	9
12539_4	k141_66931	2774	3421	-	648	23
12539_5	k141_66931	3435	3782	-	348	4
12539_6	k141_66931	3766	4116	-	351	5
12539_7	k141_66931	4079	4462	-	384	8
12539_8	k141_66931	4467	4643	-	177	13
12539_9	k141_66931	4663	5481	-	819	36
12539_10	k141_66931	5505	6059	-	555	15
12539_11	k141_66931	6236	6457	-	222	4
12539_12	k141_66931	6458	8383	-	1926	56
12539_13	k141_66931	8387	8722	-	336	4
12539_14	k141_66931	8722	10068	-	1347	59
12539_15	k141_66931	10068	11207	-	1140	34
12540_1	k141_42282	3	455	-	453	3
12540_2	k141_42282	553	1053	-	501	13
12541_1	k141_49171	173	2401	-	2229	45
12542_1	k141_17428	35	250	-	216	8
12542_2	k141_17428	373	1476	-	1104	22
12543_1	k141_42284	1	576	+	576	11
12543_2	k141_42284	604	1371	+	768	20
12544_1	k141_66938	1	381	-	381	7
12544_2	k141_66938	398	937	-	540	7
12544_3	k141_66938	921	1418	-	498	12
12544_4	k141_66938	1469	1696	-	228	11
12544_5	k141_66938	1761	2459	-	699	28
12545_1	k141_17434	1	132	-	132	0
12545_2	k141_17434	272	1699	-	1428	57
12546_1	k141_42293	1	144	-	144	0
12546_2	k141_42293	253	1035	-	783	6
12547_1	k141_60019	156	647	-	492	13
12547_2	k141_60019	668	1513	-	846	28
12547_3	k141_60019	1777	2718	-	942	49
12547_4	k141_60019	2954	4708	-	1755	66
12547_5	k141_60019	4699	5091	-	393	16
12547_6	k141_60019	5343	6515	-	1173	58
12547_7	k141_60019	6512	7003	-	492	12
12547_8	k141_60019	6957	7973	-	1017	42
12547_9	k141_60019	8079	8180	-	102	5
12547_10	k141_60019	8250	8876	-	627	30
12547_11	k141_60019	8903	10690	-	1788	47
12548_1	k141_66942	1	1569	+	1569	26
12549_1	k141_6898	2	2452	-	2451	118
12549_2	k141_6898	2476	2799	-	324	8
12549_3	k141_6898	2875	3168	-	294	15
12549_4	k141_6898	3273	4643	-	1371	89
12549_5	k141_6898	4664	5425	-	762	45
12550_1	k141_17436	2	493	-	492	13
12550_2	k141_17436	614	1387	-	774	45
12550_3	k141_17436	1472	2494	-	1023	17
12550_4	k141_17436	2553	2939	-	387	10
12551_1	k141_53080	161	457	-	297	11
12551_2	k141_53080	445	1848	-	1404	45
12551_3	k141_53080	2039	3043	+	1005	25
12551_4	k141_53080	3078	4013	+	936	22
12551_5	k141_53080	4098	6860	+	2763	85
12551_6	k141_53080	7023	8363	+	1341	70
12551_7	k141_53080	8480	9091	-	612	23
12552_1	k141_66945	2	583	-	582	19
12552_2	k141_66945	587	784	-	198	1
12552_3	k141_66945	957	1157	+	201	17
12553_1	k141_17437	1	396	+	396	2
12553_2	k141_17437	460	1287	+	828	11
12554_1	k141_49174	2	184	-	183	14
12554_2	k141_49174	132	479	-	348	57
12554_3	k141_49174	562	1464	+	903	116
12554_4	k141_49174	1494	3164	+	1671	219
12554_5	k141_49174	3178	3999	+	822	89
12554_6	k141_49174	4065	4577	+	513	51
12554_7	k141_49174	4777	6069	+	1293	176
12554_8	k141_49174	6486	6713	+	228	11
12554_9	k141_49174	6912	7754	+	843	62
12554_10	k141_49174	7767	7982	+	216	6
12554_11	k141_49174	7972	8169	+	198	1
12555_1	k141_60026	263	586	-	324	11
12555_2	k141_60026	763	1491	-	729	23
12555_3	k141_60026	1488	1715	-	228	3
12556_1	k141_6901	2	295	-	294	2
12556_2	k141_6901	574	2220	-	1647	62
12556_3	k141_6901	2347	2727	-	381	22
12557_1	k141_17443	1	171	-	171	0
12557_2	k141_17443	207	959	-	753	6
12558_1	k141_66954	1	1818	+	1818	49
12559_1	k141_17445	3	101	+	99	0
12559_2	k141_17445	219	686	+	468	18
12559_3	k141_17445	801	1505	+	705	11
12560_1	k141_6909	2	103	+	102	0
12560_2	k141_6909	176	916	+	741	14
12561_1	k141_17446	1	138	-	138	0
12561_2	k141_17446	141	1004	-	864	16
12561_3	k141_17446	1017	1313	-	297	4
12562_1	k141_17452	3	737	+	735	14
12562_2	k141_17452	761	1843	+	1083	24
12562_3	k141_17452	1845	3059	+	1215	18
12562_4	k141_17452	3078	3518	+	441	4
12563_1	k141_66955	390	1535	+	1146	108
12563_2	k141_66955	1795	3090	+	1296	132
12563_3	k141_66955	3175	4203	+	1029	64
12563_4	k141_66955	4316	5344	+	1029	68
12563_5	k141_66955	5373	6590	+	1218	94
12563_6	k141_66955	6623	7285	+	663	37
12563_7	k141_66955	7319	7927	+	609	34
12564_1	k141_49201	11	1768	-	1758	76
12565_1	k141_60047	2	67	-	66	0
12565_2	k141_60047	108	800	+	693	192
12565_3	k141_60047	805	1512	+	708	135
12565_4	k141_60047	1539	2702	+	1164	212
12565_5	k141_60047	2828	3772	+	945	226
12565_6	k141_60047	3942	4517	+	576	190
12565_7	k141_60047	4574	4771	+	198	82
12565_8	k141_60047	4801	5094	+	294	61
12566_1	k141_49204	3	1529	+	1527	33
12567_1	k141_17455	2	568	+	567	1
12567_2	k141_17455	565	1278	+	714	16
12567_3	k141_17455	1456	3288	-	1833	78
12568_1	k141_66961	3	248	-	246	3
12568_2	k141_66961	387	1070	-	684	13
