# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
6891_219	k141_3999	224925	225410	-	486	0	0
6891_220	k141_3999	225425	227866	-	2442	0	0
6891_221	k141_3999	228011	228346	-	336	0	0
6891_222	k141_3999	228410	228928	-	519	0	0
6891_223	k141_3999	228944	230131	-	1188	0	0
6891_224	k141_3999	230242	231078	-	837	0	0
6892_1	k141_29471	3	1115	-	1113	0	0
6892_2	k141_29471	1112	1798	-	687	0	0
6893_1	k141_24783	3	746	+	744	0	0
6893_2	k141_24783	697	1872	-	1176	0	0
6893_3	k141_24783	1869	2579	-	711	0	0
6893_4	k141_24783	2777	3133	-	357	0	0
6894_1	k141_15899	205	732	+	528	105	27.5797
6894_2	k141_15899	845	1462	+	618	133	29.8468
6894_3	k141_15899	1468	2097	+	630	109	23.995
6894_4	k141_15899	2111	5728	+	3618	854	32.7359
6894_5	k141_15899	5749	9465	+	3717	1016	37.9084
6894_6	k141_15899	9603	12128	+	2526	643	35.3031
6894_7	k141_15899	12153	14267	+	2115	602	39.4749
6894_8	k141_15899	14357	14956	+	600	241	55.7058
6895_1	k141_4000	3	275	+	273	0	0
6895_2	k141_4000	289	1101	+	813	0	0
6896_1	k141_29472	3	605	-	603	0	0
6896_2	k141_29472	602	1231	-	630	0	0
6897_1	k141_31561	1	1017	-	1017	0	0
6898_1	k141_1922	1	1830	-	1830	0	0
6899_1	k141_19551	2	535	+	534	0	0
6899_2	k141_19551	587	1552	+	966	0	0
6899_3	k141_19551	1638	2240	+	603	0	0
6899_4	k141_19551	2316	3401	+	1086	0	0
6900_1	k141_4002	3	878	+	876	0	0
6900_2	k141_4002	891	1373	+	483	0	0
6901_1	k141_31562	2	529	-	528	0	0
6901_2	k141_31562	542	1363	-	822	0	0
6902_1	k141_29475	1	408	-	408	0	0
6902_2	k141_29475	511	696	-	186	0	0
6902_3	k141_29475	709	1299	-	591	0	0
6902_4	k141_29475	1388	1501	-	114	0	0
6903_1	k141_24790	3	1796	+	1794	0	0
6904_1	k141_1925	3	710	-	708	0	0
6904_2	k141_1925	883	1965	-	1083	0	0
6905_1	k141_41428	185	1543	+	1359	45	4.59227
6905_2	k141_41428	1694	2143	-	450	12	3.69831
6905_3	k141_41428	2155	2727	-	573	12	2.90443
6905_4	k141_41428	2776	3756	-	981	30	4.24118
6905_5	k141_41428	3749	4063	-	315	2	0.88055
6905_6	k141_41428	4141	5202	-	1062	23	3.00357
6905_7	k141_41428	5309	5452	-	144	1	0.963102
6905_8	k141_41428	5486	6091	+	606	9	2.0597
6905_9	k141_41428	6143	6715	+	573	21	5.08276
6905_10	k141_41428	6718	7140	+	423	20	6.55729
6905_11	k141_41428	7470	8021	+	552	9	2.2612
6905_12	k141_41428	8179	11124	-	2946	80	3.7661
6905_13	k141_41428	11342	12388	+	1047	38	5.03352
6905_14	k141_41428	12422	13405	-	984	30	4.22825
6905_15	k141_41428	13402	14526	-	1125	20	2.46554
6905_16	k141_41428	14586	16115	-	1530	56	5.07611
6905_17	k141_41428	16264	18000	-	1737	51	4.07198
6905_18	k141_41428	18072	19211	-	1140	31	3.7713
6905_19	k141_41428	19326	20288	-	963	21	3.02432
6905_20	k141_41428	20483	21616	-	1134	25	3.05747
6905_21	k141_41428	21643	22515	-	873	34	5.40131
6905_22	k141_41428	23229	24875	+	1647	46	3.87346
6905_23	k141_41428	24960	25715	-	756	15	2.75172
6905_24	k141_41428	25803	26309	-	507	27	7.38568
6905_25	k141_41428	26592	27242	+	651	17	3.62162
6905_26	k141_41428	27270	29819	+	2550	60	3.26322
6905_27	k141_41428	29927	31663	+	1737	95	7.58505
6905_28	k141_41428	31776	34616	-	2841	78	3.80766
6905_29	k141_41428	34657	35193	-	537	10	2.58262
6905_30	k141_41428	35205	36980	-	1776	45	3.51402
6905_31	k141_41428	37097	37945	-	849	27	4.41053
6905_32	k141_41428	38170	39444	+	1275	49	5.32992
6905_33	k141_41428	39543	39914	+	372	14	5.21939
6905_34	k141_41428	40057	40680	-	624	9	2.00029
6905_35	k141_41428	40688	41257	-	570	12	2.91972
6905_36	k141_41428	41251	42330	-	1080	21	2.69669
6905_37	k141_41428	42662	45262	+	2601	76	4.05236
6905_38	k141_41428	45334	46554	+	1221	22	2.49886
6905_39	k141_41428	46599	47936	+	1338	30	3.10957
6905_40	k141_41428	48018	48218	-	201	0	0
6905_41	k141_41428	48260	48511	+	252	1	0.550344
6905_42	k141_41428	48694	49770	+	1077	33	4.24945
6906_1	k141_29478	1	321	-	321	0	0
6906_2	k141_29478	322	1554	-	1233	0	0
6907_1	k141_27248	25	1839	+	1815	0	0
6908_1	k141_6359	45	1295	-	1251	0	0
6908_2	k141_6359	1329	2798	-	1470	0	0
6908_3	k141_6359	3544	4908	+	1365	1	0.101602
6908_4	k141_6359	4905	5906	+	1002	5	0.692049
6908_5	k141_6359	5872	8256	-	2385	2	0.116299
6908_6	k141_6359	8356	10746	-	2391	0	0
6908_7	k141_6359	10827	11507	+	681	0	0
6908_8	k141_6359	11502	11816	-	315	0	0
6908_9	k141_6359	11885	15685	-	3801	9	0.328382
6908_10	k141_6359	15813	16442	+	630	2	0.440275
6908_11	k141_6359	16774	17229	+	456	0	0
6908_12	k141_6359	17235	17621	+	387	0	0
6908_13	k141_6359	17763	18122	+	360	0	0
6909_1	k141_19557	198	1493	+	1296	0	0
6909_2	k141_19557	1519	2598	+	1080	0	0
6909_3	k141_19557	3018	3299	+	282	0	0
6910_1	k141_1928	29	1573	+	1545	0	0
6910_2	k141_1928	1579	1659	+	81	0	0
6911_1	k141_29482	1	492	+	492	6	1.6913
6912_1	k141_12672	400	507	+	108	4	5.13654
6912_2	k141_12672	751	1560	+	810	16	2.73949
6912_3	k141_12672	1814	3931	+	2118	68	4.45264
6912_4	k141_12672	4108	5793	+	1686	45	3.7016
6912_5	k141_12672	5795	6568	+	774	12	2.15018
6912_6	k141_12672	6772	7953	+	1182	16	1.87732
6912_7	k141_12672	7997	8272	+	276	2	1.00498
6912_8	k141_12672	8525	9283	-	759	17	3.10629
6912_9	k141_12672	9794	11251	-	1458	29	2.75851
6912_10	k141_12672	11446	12069	-	624	10	2.22254
6912_11	k141_12672	12366	13244	+	879	24	3.78667
6912_12	k141_12672	13390	14079	+	690	11	2.21095
6912_13	k141_12672	14135	15499	+	1365	24	2.43845
6912_14	k141_12672	15630	16109	-	480	2	0.577861
6912_15	k141_12672	16148	16921	-	774	29	5.19627
6912_16	k141_12672	17364	18221	+	858	33	5.3341
6912_17	k141_12672	18336	19367	+	1032	24	3.22527
6912_18	k141_12672	19580	21076	+	1497	36	3.33515
6912_19	k141_12672	21157	22173	+	1017	25	3.40921
6912_20	k141_12672	22294	23259	+	966	25	3.5892
6912_21	k141_12672	23264	25273	+	2010	42	2.89793
6912_22	k141_12672	25245	25688	+	444	8	2.49886
6912_23	k141_12672	25710	27887	+	2178	44	2.80175
6912_24	k141_12672	27874	29205	+	1332	15	1.56179
6912_25	k141_12672	29243	30088	+	846	13	2.13112
6912_26	k141_12672	30092	30370	-	279	2	0.99417
6912_27	k141_12672	30580	31659	+	1080	20	2.56827
6912_28	k141_12672	31746	32213	+	468	7	2.07437
6912_29	k141_12672	32410	33006	+	597	9	2.09075
6912_30	k141_12672	33304	35052	-	1749	23	1.82378
6912_31	k141_12672	35045	36301	-	1257	28	3.08928
6912_32	k141_12672	36312	36806	-	495	9	2.52158
6912_33	k141_12672	37705	39501	+	1797	22	1.69789
6912_34	k141_12672	39518	40765	+	1248	26	2.88931
6912_35	k141_12672	40989	41843	+	855	11	1.78427
6912_36	k141_12672	42074	42259	+	186	14	10.4388
6912_37	k141_12672	42444	42698	+	255	10	5.43869
6912_38	k141_12672	42766	43989	+	1224	20	2.26612
6912_39	k141_12672	44001	44651	+	651	16	3.40858
6912_40	k141_12672	44734	45633	-	900	24	3.69831
6912_41	k141_12672	45802	48228	+	2427	54	3.08574
6912_42	k141_12672	48325	49077	-	753	15	2.76268
6912_43	k141_12672	49375	50055	+	681	9	1.83286
6912_44	k141_12672	50789	52495	+	1707	19	1.54367
6912_45	k141_12672	52622	54682	+	2061	41	2.75893
6912_46	k141_12672	54858	55958	+	1101	37	4.66068
6912_47	k141_12672	56040	57896	+	1857	42	3.13669
6912_48	k141_12672	57916	58635	+	720	15	2.88931
6912_49	k141_12672	58677	58919	+	243	1	0.570727
6912_50	k141_12672	58989	59330	+	342	9	3.64965
6912_51	k141_12672	59332	60000	+	669	12	2.48765
6912_52	k141_12672	59997	60557	+	561	13	3.21377
6912_53	k141_12672	60624	60863	+	240	18	10.4015
6912_54	k141_12672	60860	61963	+	1104	33	4.14553
6912_55	k141_12672	61953	62960	+	1008	23	3.16448
6912_56	k141_12672	63158	65161	-	2004	34	2.35297
6912_57	k141_12672	65330	65440	+	111	4	4.99772
6912_58	k141_12672	65691	66539	+	849	38	6.20741
6912_59	k141_12672	66539	67471	+	933	15	2.22969
6912_60	k141_12672	67657	69552	+	1896	37	2.70644
6912_61	k141_12672	69552	70139	+	588	16	3.77379
6913_1	k141_27252	11	1213	-	1203	0	0
6914_1	k141_31571	1	1455	+	1455	0	0
6914_2	k141_31571	1641	2540	+	900	0	0
6915_1	k141_33986	1	3933	-	3933	0	0
6915_2	k141_33986	4222	4722	+	501	0	0
6915_3	k141_33986	4613	4924	-	312	0	0
6915_4	k141_33986	5055	6893	-	1839	0	0
6915_5	k141_33986	6907	8331	-	1425	0	0
6915_6	k141_33986	8380	9357	-	978	0	0
6915_7	k141_33986	9357	11660	-	2304	0	0
6915_8	k141_33986	11950	12375	+	426	0	0
6915_9	k141_33986	12411	13082	+	672	0	0
6915_10	k141_33986	13100	13408	+	309	0	0
6915_11	k141_33986	13405	13530	+	126	0	0
6915_12	k141_33986	13553	13876	+	324	0	0
6916_1	k141_38669	3	284	-	282	0	0
6916_2	k141_38669	284	802	-	519	0	0
6916_3	k141_38669	799	1515	-	717	0	0
6916_4	k141_38669	1522	2766	-	1245	0	0
6916_5	k141_38669	2866	3615	+	750	0	0
6916_6	k141_38669	3631	4395	+	765	0	0
6916_7	k141_38669	4406	6001	+	1596	2	0.173793
6916_8	k141_38669	5998	7500	+	1503	1	0.0922733
6916_9	k141_38669	7514	8182	+	669	0	0
6916_10	k141_38669	8254	9981	+	1728	1	0.0802585
6916_11	k141_38669	10096	10854	+	759	1	0.182723
6916_12	k141_38669	11055	11504	-	450	1	0.308193
6916_13	k141_38669	11637	12329	-	693	4	0.8005
6916_14	k141_38669	12442	13029	-	588	0	0
6916_15	k141_38669	13033	14025	-	993	2	0.279329
6916_16	k141_38669	14047	14655	-	609	0	0
6916_17	k141_38669	14711	15100	-	390	4	1.42243
6916_18	k141_38669	15114	15494	-	381	0	0
6916_19	k141_38669	15534	15650	-	117	0	0
6916_20	k141_38669	15671	15808	-	138	0	0
6917_1	k141_41434	2	667	-	666	0	0
6917_2	k141_41434	800	1075	+	276	0	0
6918_1	k141_31575	3	1157	-	1155	0	0
6919_1	k141_6368	3	905	-	903	0	0
6920_1	k141_41436	3	1112	+	1110	4	0.499772
6920_2	k141_41436	1201	1761	+	561	2	0.494427
6921_1	k141_24792	641	1159	+	519	24	6.41326
6921_2	k141_24792	1391	2143	-	753	27	4.97283
6921_3	k141_24792	2249	4018	-	1770	43	3.36922
6921_4	k141_24792	4196	5086	-	891	29	4.51393
6921_5	k141_24792	5184	6059	-	876	34	5.38282
6921_6	k141_24792	6089	7219	-	1131	25	3.06558
6921_7	k141_24792	7462	8286	+	825	25	4.20263
6921_8	k141_24792	8352	9179	+	828	19	3.18242
6922_1	k141_33988	45	995	+	951	0	0
6922_2	k141_33988	1083	2798	+	1716	0	0
6922_3	k141_33988	2835	3425	+	591	0	0
6922_4	k141_33988	3625	3894	+	270	0	0
6922_5	k141_33988	4078	4608	+	531	0	0
6923_1	k141_38676	1	507	-	507	5	1.36772
6923_2	k141_38676	603	1499	-	897	5	0.773059
6923_3	k141_38676	1515	3311	-	1797	9	0.694591
6923_4	k141_38676	3328	3597	-	270	3	1.54096
6924_1	k141_1944	1	126	-	126	0	0
6924_2	k141_1944	128	709	-	582	0	0
6924_3	k141_1944	711	1616	-	906	0	0
6924_4	k141_1944	1725	2678	-	954	0	0
6924_5	k141_1944	2697	2822	-	126	0	0
6925_1	k141_12676	354	599	+	246	38	21.4231
6925_2	k141_12676	596	820	+	225	30	18.4916
6925_3	k141_12676	1081	1617	+	537	101	26.0845
6925_4	k141_12676	1800	3452	+	1653	271	22.7369
6925_5	k141_12676	3597	3893	+	297	34	15.8766
6925_6	k141_12676	3896	4366	+	471	62	18.256
6925_7	k141_12676	4511	5461	+	951	169	24.6457
6925_8	k141_12676	5715	6587	+	873	146	23.1939
6925_9	k141_12676	6599	6949	+	351	25	9.87797
6926_1	k141_15912	2	2116	-	2115	0	0
6926_2	k141_15912	2331	6287	-	3957	0	0
6926_3	k141_15912	6598	11358	-	4761	0	0
6927_1	k141_1945	1	1083	-	1083	0	0
6928_1	k141_41443	4	1101	-	1098	8	1.01047
6928_2	k141_41443	1101	1958	-	858	11	1.77803
6928_3	k141_41443	2058	2243	+	186	0	0
6929_1	k141_24796	1	180	-	180	54	41.606
6929_2	k141_24796	399	1253	+	855	168	27.2507
6929_3	k141_24796	1309	1677	-	369	68	25.5574
6929_4	k141_24796	1690	2700	-	1011	245	33.6085
6930_1	k141_1946	3	1421	-	1419	0	0
6931_1	k141_27254	3	1802	-	1800	0	0
6931_2	k141_27254	2211	2945	-	735	0	0
6931_3	k141_27254	2970	4400	-	1431	0	0
6931_4	k141_27254	4514	5890	+	1377	0	0
6931_5	k141_27254	5905	6474	+	570	0	0
6931_6	k141_27254	6665	9130	-	2466	1	0.0562395
6932_1	k141_31595	1	1455	-	1455	1	0.0953173
6933_1	k141_36527	2	820	+	819	19	3.2174
6933_2	k141_36527	875	1843	+	969	19	2.71935
6933_3	k141_36527	1947	2810	+	864	29	4.65499
6933_4	k141_36527	2939	4603	-	1665	45	3.74829
6933_5	k141_36527	4600	4866	-	267	7	3.63598
6933_6	k141_36527	4880	5383	-	504	8	2.20138
6933_7	k141_36527	5423	6346	-	924	13	1.95122
6933_8	k141_36527	6365	6556	+	192	10	7.22327
6933_9	k141_36527	6597	7988	-	1392	41	4.08488
6933_10	k141_36527	8009	8704	-	696	15	2.98894
6933_11	k141_36527	8868	9908	-	1041	28	3.73029
6933_12	k141_36527	9918	10829	-	912	30	4.56206
6933_13	k141_36527	11016	13412	-	2397	73	4.22367
6933_14	k141_36527	13421	18187	-	4767	154	4.48033
6933_15	k141_36527	18199	18867	-	669	21	4.35339
6933_16	k141_36527	18897	19655	-	759	21	3.83718
6933_17	k141_36527	19711	20307	-	597	11	2.55537
6933_18	k141_36527	20740	21150	-	411	28	9.44824
6934_1	k141_41448	1	1017	-	1017	0	0
6935_1	k141_19560	2	250	-	249	0	0
6935_2	k141_19560	445	2370	+	1926	0	0
6935_3	k141_19560	2461	3276	-	816	0	0
6935_4	k141_19560	3292	5373	-	2082	0	0
6935_5	k141_19560	5631	7535	+	1905	0	0
6935_6	k141_19560	7640	8293	+	654	0	0
6935_7	k141_19560	8324	9061	+	738	0	0
6935_8	k141_19560	9099	9860	+	762	0	0
6935_9	k141_19560	9823	10845	+	1023	0	0
6935_10	k141_19560	11111	11653	-	543	0	0
6935_11	k141_19560	11673	12071	-	399	0	0
6936_1	k141_43106	2	670	-	669	421	87.2752
6936_2	k141_43106	752	1459	+	708	220	43.0947
6936_3	k141_43106	1821	2636	+	816	174	29.5729
6936_4	k141_43106	2633	3319	+	687	116	23.4173
6936_5	k141_43106	3332	4807	+	1476	261	24.5239
6936_6	k141_43106	4804	5373	+	570	148	36.0099
6936_7	k141_43106	5640	6977	-	1338	347	35.9673
6936_8	k141_43106	8351	9070	+	720	201	38.7167
6936_9	k141_43106	9206	10234	+	1029	292	39.3552
6936_10	k141_43106	10508	12031	+	1524	425	38.6758
6936_11	k141_43106	12123	13097	+	975	157	22.3321
6936_12	k141_43106	13116	14297	+	1182	163	19.1252
6936_13	k141_43106	14329	15090	+	762	136	24.7525
6936_14	k141_43106	15301	16281	+	981	155	21.9128
6936_15	k141_43106	16278	17594	-	1317	272	28.643
6936_16	k141_43106	17665	17793	+	129	13	13.9762
6936_17	k141_43106	17993	19258	-	1266	249	27.2772
6936_18	k141_43106	19316	19750	-	435	60	19.1292
6936_19	k141_43106	19765	21285	-	1521	296	26.9897
6936_20	k141_43106	21434	22210	+	777	136	24.2746
6936_21	k141_43106	22205	24322	-	2118	597	39.0916
6936_22	k141_43106	24590	25219	+	630	112	24.6554
6936_23	k141_43106	25212	26201	+	990	257	36.0025
6936_24	k141_43106	26424	26900	+	477	167	48.5549
6936_25	k141_43106	27072	27884	+	813	146	24.9056
6936_26	k141_43106	27888	28793	+	906	202	30.9213
6936_27	k141_43106	28844	30412	+	1569	321	28.3738
6936_28	k141_43106	30413	31768	+	1356	313	32.0125
6936_29	k141_43106	32044	33873	+	1830	420	31.8297
6936_30	k141_43106	34136	36580	+	2445	550	31.1974
6936_31	k141_43106	36850	37869	+	1020	316	42.9657
6937_1	k141_33999	2	244	-	243	0	0
6937_2	k141_33999	289	2256	-	1968	11	0.77518
6938_1	k141_10903	1	1497	-	1497	0	0
6938_2	k141_10903	1771	3222	-	1452	0	0
6938_3	k141_10903	3274	4227	-	954	0	0
6938_4	k141_10903	4245	5291	-	1047	0	0
6938_5	k141_10903	5446	6006	+	561	0	0
6938_6	k141_10903	6029	7003	-	975	0	0
6938_7	k141_10903	7210	7740	-	531	0	0
6938_8	k141_10903	7848	9146	-	1299	0	0
6938_9	k141_10903	9495	9698	-	204	0	0
6938_10	k141_10903	9702	10580	-	879	0	0
6938_11	k141_10903	10606	12282	-	1677	0	0
6938_12	k141_10903	12687	13163	+	477	0	0
6938_13	k141_10903	13236	14351	+	1116	0	0
6938_14	k141_10903	14443	15525	-	1083	0	0
6938_15	k141_10903	15677	15928	-	252	0	0
6938_16	k141_10903	16380	17198	+	819	0	0
6938_17	k141_10903	17300	18655	-	1356	0	0
6938_18	k141_10903	18793	19941	-	1149	0	0
6938_19	k141_10903	20173	20811	-	639	0	0
6938_20	k141_10903	20866	22164	-	1299	0	0
6939_1	k141_1947	123	1283	-	1161	0	0
6939_2	k141_1947	1288	1719	-	432	0	0
6939_3	k141_1947	1741	2628	-	888	0	0
6939_4	k141_1947	2650	2784	-	135	0	0
6940_1	k141_27261	2	109	-	108	0	0
6940_2	k141_27261	187	1104	+	918	0	0
6941_1	k141_34001	2	76	-	75	1	1.84916
6941_2	k141_34001	490	1419	+	930	2	0.298251
6942_1	k141_43109	3	1241	+	1239	0	0
6943_1	k141_41453	2	547	+	546	0	0
6943_2	k141_41453	576	1091	+	516	0	0
6944_1	k141_12687	2	1009	+	1008	0	0
6945_1	k141_36529	2	580	-	579	0	0
6945_2	k141_36529	736	1002	-	267	0	0
6945_3	k141_36529	1249	1932	+	684	0	0
6945_4	k141_36529	1913	2803	+	891	0	0
6946_1	k141_36531	1	174	+	174	0	0
6946_2	k141_36531	202	1092	+	891	0	0
6947_1	k141_1948	1	426	+	426	4	1.30222
6947_2	k141_1948	428	778	+	351	9	3.55607
6947_3	k141_1948	765	1781	+	1017	31	4.22742
6947_4	k141_1948	1793	2056	+	264	1	0.525328
6947_5	k141_1948	2056	2817	+	762	13	2.36605
6947_6	k141_1948	2838	3059	+	222	2	1.24943
6948_1	k141_41456	53	253	-	201	0	0
6948_2	k141_41456	253	633	-	381	0	0
6948_3	k141_41456	630	1640	-	1011	0	0
6949_1	k141_31599	202	2199	+	1998	0	0
6949_2	k141_31599	2196	2891	+	696	0	0
6949_3	k141_31599	3872	5353	+	1482	0	0
6950_1	k141_43111	3	2501	-	2499	0	0
6951_1	k141_19561	1	564	+	564	0	0
6951_2	k141_19561	574	1278	+	705	0	0
6951_3	k141_19561	1298	2170	+	873	0	0
6951_4	k141_19561	2170	2862	+	693	0	0
6951_5	k141_19561	2994	4001	-	1008	0	0
6951_6	k141_19561	4003	5586	-	1584	0	0
6952_1	k141_19563	2	877	+	876	4	0.633273
6952_2	k141_19563	877	1224	+	348	4	1.5941
6953_1	k141_43114	3	1070	+	1068	1	0.129856
6954_1	k141_27265	71	958	-	888	1	0.156179
6954_2	k141_27265	1128	2372	-	1245	2	0.22279
6954_3	k141_27265	2384	3565	-	1182	1	0.117332
6954_4	k141_27265	3586	3732	-	147	0	0
6955_1	k141_34007	3	1064	+	1062	0	0
6955_2	k141_34007	1173	3143	+	1971	0	0
6956_1	k141_15915	1	219	+	219	38	24.0644
6956_2	k141_15915	681	2090	-	1410	193	18.9834
6956_3	k141_15915	2195	2671	-	477	74	21.5153
6956_4	k141_15915	2690	4630	-	1941	292	20.8637
6956_5	k141_15915	4642	7731	-	3090	561	25.179
6956_6	k141_15915	8388	8582	-	195	60	42.6728
6956_7	k141_15915	8803	9195	-	393	110	38.8182
6956_8	k141_15915	9235	9795	-	561	60	14.8328
6957_1	k141_1949	865	1446	+	582	68	16.2039
6957_2	k141_1949	1446	1700	+	255	20	10.8774
6957_3	k141_1949	1705	1881	+	177	16	12.5367
6957_4	k141_1949	2416	2595	-	180	21	16.1801
6957_5	k141_1949	2632	3015	+	384	34	12.2796
6958_1	k141_24798	2	433	-	432	0	0
6958_2	k141_24798	437	1135	-	699	1	0.198407
6958_3	k141_24798	1209	1688	-	480	0	0
6958_4	k141_24798	1694	2587	-	894	0	0
6958_5	k141_24798	2584	3387	-	804	0	0
6958_6	k141_24798	3387	4523	-	1137	0	0
6958_7	k141_24798	4581	5339	-	759	0	0
6958_8	k141_24798	5472	6611	+	1140	0	0
6958_9	k141_24798	6595	7398	-	804	0	0
6958_10	k141_24798	7463	8251	-	789	1	0.175775
6958_11	k141_24798	8513	9166	-	654	2	0.424118
6958_12	k141_24798	9171	9446	-	276	0	0
6959_1	k141_38679	530	1468	+	939	152	22.4498
6959_2	k141_38679	2315	2929	+	615	133	29.9924
6959_3	k141_38679	3383	4273	-	891	0	0
6959_4	k141_38679	4532	5914	-	1383	0	0
6959_5	k141_38679	6085	7068	+	984	0	0
6959_6	k141_38679	7077	8735	+	1659	0	0
6959_7	k141_38679	8732	9991	+	1260	0	0
6959_8	k141_38679	10720	10956	+	237	0	0
6960_1	k141_12690	324	1721	+	1398	0	0
6960_2	k141_12690	1724	1903	+	180	0	0
6960_3	k141_12690	1916	2140	+	225	0	0
6960_4	k141_12690	2133	2333	+	201	0	0
6960_5	k141_12690	2336	3697	+	1362	0	0
6961_1	k141_19565	2	1270	-	1269	16	1.74861
6962_1	k141_10904	187	1542	-	1356	35	3.57967
6962_2	k141_10904	2002	3717	-	1716	74	5.98066
6962_3	k141_10904	3990	4967	+	978	38	5.38864
6962_4	k141_10904	5121	7223	+	2103	40	2.63788
6962_5	k141_10904	7220	7765	+	546	5	1.27002
6963_1	k141_12692	2	1090	-	1089	0	0
6964_1	k141_1951	1	459	-	459	0	0
6964_2	k141_1951	775	1680	+	906	0	0
6965_1	k141_31610	1	177	+	177	0	0
6965_2	k141_31610	182	688	+	507	0	0
6965_3	k141_31610	707	1162	+	456	0	0
6966_1	k141_36534	1	762	+	762	0	0
6966_2	k141_36534	788	2224	+	1437	0	0
6966_3	k141_36534	2316	3530	-	1215	0	0
6966_4	k141_36534	3629	4312	-	684	0	0
6967_1	k141_43115	1	1947	-	1947	1	0.071231
6967_2	k141_43115	1951	3393	-	1443	0	0
6968_1	k141_38682	26	715	-	690	1	0.200995
6968_2	k141_38682	837	1679	-	843	0	0
6969_1	k141_41471	3	977	-	975	0	0
6969_2	k141_41471	1105	1311	-	207	0	0
6970_1	k141_45663	34	576	-	543	13	3.32031
6970_2	k141_45663	733	1179	+	447	14	4.34365
6970_3	k141_45663	1457	1663	-	207	5	3.34992
6970_4	k141_45663	1615	2550	-	936	18	2.66705
6970_5	k141_45663	2655	3701	+	1047	13	1.72199
6970_6	k141_45663	3902	4363	-	462	10	3.00188
6970_7	k141_45663	4440	4967	+	528	13	3.41463
6970_8	k141_45663	4921	5739	-	819	9	1.52403
6970_9	k141_45663	5851	6177	-	327	25	10.603
6970_10	k141_45663	6209	7870	-	1662	37	3.08749
6970_11	k141_45663	7953	8741	-	789	5	0.878876
6970_12	k141_45663	8831	9241	-	411	5	1.68719
6970_13	k141_45663	9251	9736	-	486	5	1.42682
6970_14	k141_45663	9738	10352	-	615	13	2.93159
6970_15	k141_45663	10383	10853	-	471	4	1.17781
6970_16	k141_45663	10868	12901	-	2034	49	3.34103
6970_17	k141_45663	12922	14106	-	1185	17	1.9896
6970_18	k141_45663	14119	14808	-	690	19	3.81891
6970_19	k141_45663	14827	15717	-	891	20	3.11306
6970_20	k141_45663	15719	17065	-	1347	12	1.23552
6970_21	k141_45663	17096	19189	-	2094	43	2.84791
6970_22	k141_45663	19241	20383	-	1143	19	2.30538
6970_23	k141_45663	20337	21119	-	783	19	3.36532
6970_24	k141_45663	21130	21399	-	270	5	2.56827
6970_25	k141_45663	21424	22251	-	828	19	3.18242
6970_26	k141_45663	22248	22736	-	489	18	5.10503
6970_27	k141_45663	22754	23116	-	363	11	4.20263
6970_28	k141_45663	23208	24491	-	1284	14	1.51216
6970_29	k141_45663	24496	25503	-	1008	15	2.06379
6970_30	k141_45663	25540	26064	-	525	14	3.69831
6970_31	k141_45663	26140	26340	-	201	6	4.1399
6970_32	k141_45663	26592	27935	-	1344	26	2.68293
6970_33	k141_45663	28085	28462	-	378	10	3.66896
6970_34	k141_45663	28536	29075	-	540	11	2.8251
6970_35	k141_45663	29091	30680	-	1590	38	3.31452
6970_36	k141_45663	30797	31426	-	630	3	0.660413
6970_37	k141_45663	31459	32094	-	636	7	1.52643
6970_38	k141_45663	32091	32558	-	468	14	4.14875
6970_39	k141_45663	32555	33892	-	1338	21	2.1767
6970_40	k141_45663	33889	34641	-	753	19	3.4994
6970_41	k141_45663	34676	35710	-	1035	22	2.94793
6970_42	k141_45663	35711	37318	-	1608	35	3.01868
6970_43	k141_45663	37402	37713	-	312	17	7.55665
6970_44	k141_45663	37732	38175	-	444	12	3.74829
6970_45	k141_45663	38220	38639	-	420	10	3.30206
6970_46	k141_45663	38849	39688	-	840	18	2.97186
6970_47	k141_45663	39903	41300	-	1398	17	1.68646
6970_48	k141_45663	41300	41842	-	543	10	2.55408
6970_49	k141_45663	41846	43162	-	1317	11	1.15836
6970_50	k141_45663	43159	45429	-	2271	34	2.07633
6970_51	k141_45663	45479	46579	-	1101	20	2.51929
6970_52	k141_45663	46816	47178	-	363	15	5.73086
6970_53	k141_45663	47515	48180	-	666	26	5.4142
6970_54	k141_45663	48946	52002	-	3057	67	3.03958
6970_55	k141_45663	51999	53075	-	1077	18	2.31788
6970_56	k141_45663	53072	53650	-	579	7	1.6767
6970_57	k141_45663	53781	54410	-	630	23	5.06317
6970_58	k141_45663	54514	55089	-	576	22	5.29706
6970_59	k141_45663	55602	56312	+	711	14	2.73082
6970_60	k141_45663	56322	57146	+	825	24	4.03452
6970_61	k141_45663	57143	57754	+	612	29	6.57176
6970_62	k141_45663	57869	59281	-	1413	18	1.76671
6970_63	k141_45663	59540	63523	-	3984	108	3.75958
6970_64	k141_45663	63569	67303	-	3735	83	3.08193
6970_65	k141_45663	67549	67920	-	372	8	2.98251
