# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam
6192_2	k141_26934	711	1238	-	528	0
6193_1	k141_33869	18	1097	+	1080	0
6194_1	k141_42980	1240	2250	+	1011	0
6194_2	k141_42980	2429	3013	+	585	0
6194_3	k141_42980	3137	4165	+	1029	0
6194_4	k141_42980	4269	4763	+	495	0
6194_5	k141_42980	5568	6080	+	513	0
6194_6	k141_42980	6191	6706	+	516	0
6194_7	k141_42980	6840	7718	+	879	0
6194_8	k141_42980	7737	10052	+	2316	0
6194_9	k141_42980	10039	11367	+	1329	0
6194_10	k141_42980	11651	12079	+	429	4
6194_11	k141_42980	12382	12930	+	549	0
6194_12	k141_42980	13045	14055	+	1011	0
6194_13	k141_42980	14062	14514	+	453	0
6194_14	k141_42980	14573	16582	-	2010	0
6194_15	k141_42980	16615	17865	-	1251	0
6194_16	k141_42980	17844	18272	-	429	0
6194_17	k141_42980	18938	19693	+	756	0
6194_18	k141_42980	19699	20151	+	453	0
6194_19	k141_42980	20177	20539	+	363	0
6194_20	k141_42980	20536	21276	+	741	0
6194_21	k141_42980	21478	21789	+	312	0
6194_22	k141_42980	22130	24634	+	2505	6
6194_23	k141_42980	24692	25057	+	366	10
6194_24	k141_42980	25104	25721	+	618	7
6194_25	k141_42980	25725	26783	+	1059	0
6194_26	k141_42980	26803	27426	+	624	0
6194_27	k141_42980	27562	27765	+	204	0
6194_28	k141_42980	27734	29077	+	1344	0
6194_29	k141_42980	29140	30129	+	990	0
6194_30	k141_42980	30132	30707	+	576	0
6194_31	k141_42980	30717	31607	+	891	0
6194_32	k141_42980	31604	32113	+	510	0
6194_33	k141_42980	32110	32637	+	528	0
6194_34	k141_42980	32970	33278	-	309	0
6194_35	k141_42980	33327	33575	-	249	0
6194_36	k141_42980	33572	33802	-	231	0
6194_37	k141_42980	33799	34011	-	213	0
6194_38	k141_42980	34032	34289	-	258	0
6194_39	k141_42980	34314	35354	-	1041	3
6195_1	k141_29293	2	865	+	864	0
6195_2	k141_29293	965	2014	-	1050	0
6195_3	k141_29293	2242	3084	-	843	0
6195_4	k141_29293	3086	3889	-	804	0
6196_1	k141_45476	1	795	-	795	0
6196_2	k141_45476	879	2321	-	1443	0
6196_3	k141_45476	2454	3413	+	960	0
6196_4	k141_45476	3491	4237	-	747	0
6196_5	k141_45476	4227	4520	-	294	0
6196_6	k141_45476	4625	4699	+	75	0
6197_1	k141_10642	3	371	-	369	0
6197_2	k141_10642	500	1147	-	648	0
6198_1	k141_45477	1	927	-	927	0
6198_2	k141_45477	1076	1318	-	243	0
6199_1	k141_42985	18	1391	-	1374	0
6200_1	k141_3928	59	682	-	624	0
6200_2	k141_3928	718	1968	-	1251	0
6200_3	k141_3928	1972	2877	-	906	0
6200_4	k141_3928	2874	4697	-	1824	0
6201_1	k141_10648	1	102	-	102	0
6201_2	k141_10648	92	706	-	615	0
6201_3	k141_10648	741	1418	-	678	0
6202_1	k141_1721	3	218	-	216	0
6202_2	k141_1721	294	1043	-	750	0
6202_3	k141_1721	1175	1777	-	603	0
6202_4	k141_1721	1828	2277	-	450	0
6203_1	k141_41255	1	1176	+	1176	1
6203_2	k141_41255	1260	1340	+	81	0
6204_1	k141_3933	2	1144	+	1143	37
6205_1	k141_1727	1	1140	+	1140	0
6206_1	k141_45487	2	1384	+	1383	17
6206_2	k141_45487	1387	2049	+	663	4
6207_1	k141_26938	341	1252	-	912	239
6207_2	k141_26938	1363	3360	-	1998	444
6207_3	k141_26938	3425	6046	-	2622	787
6207_4	k141_26938	6389	6901	+	513	147
6207_5	k141_26938	6896	7585	-	690	190
6207_6	k141_26938	7605	7760	-	156	24
6208_1	k141_19294	182	1486	+	1305	43
6208_2	k141_19294	1476	2288	+	813	10
6208_3	k141_19294	2233	2823	+	591	6
6208_4	k141_19294	2864	3709	+	846	17
6208_5	k141_19294	3756	4046	+	291	13
6208_6	k141_19294	4098	4898	+	801	26
6208_7	k141_19294	4930	5583	+	654	17
6208_8	k141_19294	5624	6904	+	1281	33
6208_9	k141_19294	6931	8877	+	1947	68
6208_10	k141_19294	9106	10437	+	1332	32
6208_11	k141_19294	10418	11206	+	789	9
6208_12	k141_19294	11360	12922	+	1563	24
6208_13	k141_19294	12930	14792	-	1863	38
6208_14	k141_19294	15000	17006	+	2007	60
6208_15	k141_19294	17018	17518	+	501	11
6208_16	k141_19294	17666	18280	-	615	18
6208_17	k141_19294	18308	19168	-	861	35
6208_18	k141_19294	19119	19244	-	126	3
6208_19	k141_19294	19346	20485	+	1140	35
6208_20	k141_19294	20492	22486	+	1995	40
6208_21	k141_19294	22746	26090	+	3345	73
6208_22	k141_19294	26315	29926	+	3612	100
6208_23	k141_19294	30038	30421	+	384	3
6208_24	k141_19294	30425	31141	+	717	16
6208_25	k141_19294	31144	32103	+	960	24
6208_26	k141_19294	32129	32344	+	216	6
6208_27	k141_19294	32362	33213	+	852	8
6208_28	k141_19294	33289	34953	+	1665	41
6208_29	k141_19294	34852	35400	-	549	19
6209_1	k141_6102	76	396	+	321	99
6209_2	k141_6102	472	1416	+	945	260
6209_3	k141_6102	1417	2490	-	1074	271
6209_4	k141_6102	2952	3221	+	270	117
6209_5	k141_6102	3299	5479	-	2181	509
6209_6	k141_6102	5481	7931	-	2451	492
6209_7	k141_6102	7991	8968	-	978	308
6209_8	k141_6102	9380	10249	-	870	228
6209_9	k141_6102	10509	10994	-	486	141
6209_10	k141_6102	11008	11703	-	696	174
6209_11	k141_6102	11787	14279	+	2493	647
6209_12	k141_6102	14392	15144	-	753	248
6209_13	k141_6102	15137	16399	-	1263	361
6209_14	k141_6102	16463	17374	-	912	210
6209_15	k141_6102	17376	18491	-	1116	309
6209_16	k141_6102	18499	19596	-	1098	306
6209_17	k141_6102	19583	20251	-	669	132
6209_18	k141_6102	20244	21221	-	978	269
6209_19	k141_6102	21287	22726	-	1440	445
6209_20	k141_6102	22874	24916	-	2043	705
6210_1	k141_36316	3	1451	-	1449	0
6210_2	k141_36316	1439	2110	-	672	0
6210_3	k141_36316	2142	2687	-	546	0
6210_4	k141_36316	2702	3514	-	813	0
6210_5	k141_36316	3555	3968	-	414	0
6210_6	k141_36316	3999	4715	-	717	0
6210_7	k141_36316	4715	5428	-	714	0
6210_8	k141_36316	5532	6401	+	870	0
6210_9	k141_36316	6511	7452	-	942	0
6210_10	k141_36316	7680	8165	+	486	0
6210_11	k141_36316	8166	8558	+	393	0
6210_12	k141_36316	8749	10296	+	1548	0
6210_13	k141_36316	10321	11307	+	987	0
6210_14	k141_36316	11352	12533	+	1182	1
6210_15	k141_36316	12533	13717	+	1185	0
6210_16	k141_36316	13733	14911	-	1179	0
6210_17	k141_36316	15084	19148	+	4065	2
6210_18	k141_36316	19654	21795	+	2142	0
6210_19	k141_36316	21817	24225	+	2409	0
6210_20	k141_36316	24253	27297	+	3045	0
6211_1	k141_33873	3	731	+	729	0
6211_2	k141_33873	750	1763	+	1014	0
6211_3	k141_33873	1760	2581	+	822	0
6211_4	k141_33873	2597	4249	+	1653	2
6211_5	k141_33873	4471	7665	+	3195	1
6211_6	k141_33873	7685	8836	+	1152	0
6212_1	k141_26940	3	122	+	120	0
6212_2	k141_26940	154	1056	+	903	7
6213_1	k141_19296	3	194	-	192	0
6213_2	k141_19296	283	585	-	303	0
6213_3	k141_19296	557	898	-	342	0
6213_4	k141_19296	1044	1328	-	285	0
6214_1	k141_33874	28	456	-	429	0
6214_2	k141_33874	505	708	-	204	0
6214_3	k141_33874	705	1124	-	420	0
6215_1	k141_29298	134	2557	+	2424	0
6215_2	k141_29298	2827	3063	+	237	0
6215_3	k141_29298	3060	5858	+	2799	11
6215_4	k141_29298	5877	7550	+	1674	2
6215_5	k141_29298	7588	8523	+	936	0
6215_6	k141_29298	8562	8888	+	327	0
6216_1	k141_6108	3	650	-	648	0
6216_2	k141_6108	705	1109	-	405	0
6217_1	k141_3937	3	731	-	729	0
6217_2	k141_3937	1173	1382	+	210	0
6217_3	k141_3937	1406	1963	+	558	1
6217_4	k141_3937	2060	2842	+	783	1
6217_5	k141_3937	3030	3695	-	666	0
6217_6	k141_3937	3799	4797	-	999	0
6218_1	k141_22059	1	1071	-	1071	0
6218_2	k141_22059	1410	2618	+	1209	0
6218_3	k141_22059	3023	3574	+	552	0
6218_4	k141_22059	3736	4458	+	723	0
6218_5	k141_22059	4455	5261	+	807	0
6218_6	k141_22059	5272	6273	+	1002	0
6218_7	k141_22059	6282	7487	+	1206	0
6218_8	k141_22059	7462	8448	+	987	0
6218_9	k141_22059	8448	9896	+	1449	0
6218_10	k141_22059	9904	10770	+	867	0
6218_11	k141_22059	10813	12156	+	1344	0
6218_12	k141_22059	12162	13157	+	996	0
6218_13	k141_22059	13154	14365	+	1212	0
6218_14	k141_22059	14530	15711	+	1182	0
6218_15	k141_22059	15711	16805	+	1095	0
6219_1	k141_45496	3	1136	+	1134	3
6219_2	k141_45496	1123	1986	+	864	3
6220_1	k141_29301	3	260	-	258	0
6220_2	k141_29301	372	1217	-	846	0
6221_1	k141_33875	450	2090	-	1641	0
6221_2	k141_33875	2197	2643	+	447	0
6222_1	k141_36322	1	1416	-	1416	0
6222_2	k141_36322	1418	2341	-	924	0
6222_3	k141_36322	2338	2748	-	411	0
6222_4	k141_36322	2750	3415	-	666	0
6223_1	k141_6109	87	1214	-	1128	0
6223_2	k141_6109	1226	2257	-	1032	0
6223_3	k141_6109	2254	3543	-	1290	0
6224_1	k141_33877	3	236	+	234	0
6224_2	k141_33877	341	1795	-	1455	0
6225_1	k141_19298	2	286	-	285	31
6225_2	k141_19298	318	677	-	360	13
6225_3	k141_19298	674	958	-	285	13
6225_4	k141_19298	1216	1503	+	288	13
6225_5	k141_19298	1666	1989	+	324	20
6225_6	k141_19298	2096	3991	-	1896	54
6225_7	k141_19298	4255	4644	-	390	5
6225_8	k141_19298	4641	4892	-	252	4
6226_1	k141_1730	133	873	+	741	0
6226_2	k141_1730	930	2885	+	1956	0
6226_3	k141_1730	3029	3652	+	624	3
6226_4	k141_1730	4079	4357	+	279	0
6226_5	k141_1730	4354	4986	+	633	0
6226_6	k141_1730	5128	7821	-	2694	6
6227_1	k141_29306	1	477	-	477	0
6227_2	k141_29306	458	1780	-	1323	0
6227_3	k141_29306	1782	1982	-	201	0
6228_1	k141_6110	171	1025	+	855	0
6228_2	k141_6110	1142	1225	+	84	0
6229_1	k141_10662	3	917	-	915	0
6229_2	k141_10662	1269	2627	+	1359	0
6229_3	k141_10662	2771	3238	+	468	0
6229_4	k141_10662	3611	4444	-	834	0
6229_5	k141_10662	4817	6097	+	1281	0
6229_6	k141_10662	6315	7196	+	882	0
6229_7	k141_10662	7236	8579	+	1344	0
6229_8	k141_10662	8828	8938	-	111	0
6230_1	k141_3950	1	1308	+	1308	0
6230_2	k141_3950	1378	1695	+	318	0
6231_1	k141_45504	553	885	+	333	0
6231_2	k141_45504	885	1520	+	636	0
6232_1	k141_6111	2	166	-	165	0
6232_2	k141_6111	168	1085	-	918	0
6232_3	k141_6111	1108	1686	-	579	0
6233_1	k141_41289	1	144	+	144	0
6233_2	k141_41289	150	1268	-	1119	0
6233_3	k141_41289	1331	2176	-	846	0
6233_4	k141_41289	2180	3112	-	933	0
6234_1	k141_3952	1	1236	+	1236	0
6234_2	k141_3952	1233	1460	+	228	0
6235_1	k141_45509	3	272	+	270	0
6235_2	k141_45509	324	1064	+	741	0
6236_1	k141_6112	137	2215	+	2079	0
6237_1	k141_19303	3	236	-	234	0
6237_2	k141_19303	423	1391	+	969	0
6237_3	k141_19303	1424	1819	+	396	0
6237_4	k141_19303	1823	2986	-	1164	0
6238_1	k141_17626	102	1046	+	945	0
6238_2	k141_17626	1085	2314	+	1230	0
6238_3	k141_17626	2374	3738	-	1365	0
6238_4	k141_17626	3976	5244	-	1269	0
6238_5	k141_17626	5384	5968	-	585	0
6238_6	k141_17626	6196	7788	+	1593	0
6238_7	k141_17626	7781	8728	+	948	0
6238_8	k141_17626	8854	10059	+	1206	0
6238_9	k141_17626	10342	11832	+	1491	0
6238_10	k141_17626	12123	13727	+	1605	0
6238_11	k141_17626	13923	15182	+	1260	0
6238_12	k141_17626	15397	16890	-	1494	0
6238_13	k141_17626	17017	17682	-	666	0
6238_14	k141_17626	17663	19678	-	2016	0
6238_15	k141_17626	19740	21404	+	1665	0
6238_16	k141_17626	21563	22408	-	846	0
6238_17	k141_17626	22538	22768	+	231	0
6238_18	k141_17626	22725	25343	-	2619	0
6238_19	k141_17626	25531	25992	-	462	0
6238_20	k141_17626	25994	26251	-	258	0
6238_21	k141_17626	26294	27499	-	1206	0
6238_22	k141_17626	27572	28126	-	555	0
6238_23	k141_17626	28123	29553	-	1431	0
6238_24	k141_17626	29950	31872	+	1923	0
6238_25	k141_17626	32011	32796	+	786	0
6238_26	k141_17626	32949	34184	-	1236	0
6238_27	k141_17626	34234	35727	-	1494	0
6238_28	k141_17626	35871	37082	-	1212	0
6238_29	k141_17626	37113	38498	-	1386	0
6238_30	k141_17626	38529	39479	-	951	0
6239_1	k141_10664	1	468	-	468	0
6239_2	k141_10664	494	3589	-	3096	0
6240_1	k141_19304	2	1282	-	1281	0
6241_1	k141_1735	1	591	+	591	0
6241_2	k141_1735	588	1352	+	765	0
6241_3	k141_1735	1347	3371	-	2025	0
6241_4	k141_1735	3497	3748	-	252	0
6242_1	k141_41290	1	2109	+	2109	0
6242_2	k141_41290	2324	2641	+	318	0
6243_1	k141_10665	69	1283	-	1215	19
6244_1	k141_41291	2	736	+	735	0
6244_2	k141_41291	942	1004	+	63	0
6245_1	k141_19306	3	983	-	981	7
6246_1	k141_17627	1	1431	+	1431	0
6246_2	k141_17627	1446	2027	+	582	0
6247_1	k141_38490	2	1054	-	1053	0
6247_2	k141_38490	1657	2070	-	414	0
6247_3	k141_38490	2210	2683	+	474	0
6247_4	k141_38490	2711	4765	-	2055	0
6247_5	k141_38490	4792	5334	+	543	0
6247_6	k141_38490	5352	7487	+	2136	4
6247_7	k141_38490	7475	8098	-	624	0
6247_8	k141_38490	8560	9069	+	510	0
6247_9	k141_38490	9423	10493	+	1071	10
6247_10	k141_38490	10593	11045	-	453	3
6247_11	k141_38490	11231	12988	+	1758	2
6247_12	k141_38490	13058	13576	+	519	5
6247_13	k141_38490	14064	14627	-	564	0
6247_14	k141_38490	14627	16264	-	1638	0
6247_15	k141_38490	16254	17522	-	1269	0
6247_16	k141_38490	17537	19444	-	1908	0
6247_17	k141_38490	19457	21562	-	2106	20
6247_18	k141_38490	21661	22770	+	1110	0
6247_19	k141_38490	22767	23309	-	543	1
6247_20	k141_38490	23478	24488	-	1011	4
6247_21	k141_38490	24737	25312	+	576	0
6247_22	k141_38490	25369	26160	+	792	0
6247_23	k141_38490	26157	26930	+	774	0
6247_24	k141_38490	26997	29612	-	2616	13
6247_25	k141_38490	29747	29920	+	174	0
6247_26	k141_38490	29940	31142	+	1203	1
6247_27	k141_38490	31445	32845	+	1401	5
6247_28	k141_38490	33437	34522	+	1086	2
6247_29	k141_38490	34710	35900	+	1191	6
6247_30	k141_38490	35960	36607	-	648	2
6247_31	k141_38490	36621	37172	-	552	0
6247_32	k141_38490	37474	39267	-	1794	1
6247_33	k141_38490	39451	43899	-	4449	6
6247_34	k141_38490	43899	44603	-	705	0
6247_35	k141_38490	44584	45906	-	1323	11
6247_36	k141_38490	45910	46689	-	780	3
6247_37	k141_38490	46811	47590	+	780	0
6247_38	k141_38490	47567	48460	-	894	0
6247_39	k141_38490	48601	49347	-	747	6
6247_40	k141_38490	49344	49526	-	183	0
6247_41	k141_38490	49579	50808	-	1230	0
6247_42	k141_38490	50854	51834	-	981	0
6247_43	k141_38490	51831	53579	-	1749	0
6247_44	k141_38490	53625	55880	-	2256	0
6247_45	k141_38490	56096	56383	-	288	6
6247_46	k141_38490	56534	56671	-	138	0
6248_1	k141_36325	2	664	-	663	143
6248_2	k141_36325	843	1310	-	468	59
6248_3	k141_36325	1506	2735	-	1230	211
6248_4	k141_36325	2725	3375	-	651	145
6248_5	k141_36325	3357	4514	-	1158	267
6248_6	k141_36325	5376	6350	+	975	221
6248_7	k141_36325	6673	8580	-	1908	454
6249_1	k141_1737	1	483	+	483	80
6249_2	k141_1737	385	2040	-	1656	320
6249_3	k141_1737	2150	2428	-	279	40
6250_1	k141_26943	3	674	-	672	8
6250_2	k141_26943	701	1255	-	555	4
6250_3	k141_26943	1401	2366	-	966	7
6250_4	k141_26943	2421	3479	-	1059	17
6250_5	k141_26943	3692	4777	-	1086	10
6250_6	k141_26943	4761	6026	-	1266	18
6250_7	k141_26943	6982	7338	+	357	11
6250_8	k141_26943	7390	8148	-	759	1
6250_9	k141_26943	8350	9315	+	966	7
6250_10	k141_26943	9331	9843	+	513	0
6250_11	k141_26943	9956	12076	-	2121	25
6250_12	k141_26943	12112	12402	-	291	0
6250_13	k141_26943	12687	13067	-	381	9
6250_14	k141_26943	13083	13913	-	831	9
6251_1	k141_3958	266	2608	+	2343	0
6251_2	k141_3958	2648	3079	+	432	0
6252_1	k141_10668	3	440	+	438	0
6252_2	k141_10668	453	1412	+	960	0
6252_3	k141_10668	1415	1954	+	540	0
6253_1	k141_19310	2	1519	+	1518	1
6254_1	k141_26944	1	414	-	414	0
6254_2	k141_26944	399	1313	-	915	0
6255_1	k141_29307	2	142	-	141	0
6255_2	k141_29307	504	1778	-	1275	0
6255_3	k141_29307	2230	2547	-	318	0
6255_4	k141_29307	2900	3652	-	753	0
6255_5	k141_29307	3627	3776	-	150	0
6255_6	k141_29307	3879	6104	+	2226	0
6255_7	k141_29307	6124	6660	+	537	0
6255_8	k141_29307	6808	9807	+	3000	0
6256_1	k141_1738	1	1710	-	1710	14
6257_1	k141_10669	2	2089	-	2088	2
6257_2	k141_10669	2257	2424	+	168	0
6258_1	k141_3963	2	583	+	582	4
6258_2	k141_3963	653	1528	-	876	0
6258_3	k141_3963	1615	1812	+	198	0
6259_1	k141_17634	3	2123	+	2121	6
6260_1	k141_22070	239	430	-	192	76
6260_2	k141_22070	444	1484	-	1041	303
6260_3	k141_22070	1494	2303	-	810	181
6260_4	k141_22070	2248	3366	-	1119	223
6260_5	k141_22070	3373	5157	-	1785	383
6260_6	k141_22070	5293	5898	+	606	136
6260_7	k141_22070	5971	8811	+	2841	834
6260_8	k141_22070	10308	10427	+	120	236
6261_1	k141_22071	2	703	+	702	0
6261_2	k141_22071	774	1175	+	402	0
6262_1	k141_42993	85	1824	+	1740	0
6262_2	k141_42993	2025	3302	+	1278	0
6262_3	k141_42993	3330	5330	+	2001	0
6262_4	k141_42993	5442	7052	+	1611	0
6262_5	k141_42993	7072	8700	+	1629	0
6262_6	k141_42993	8706	9656	+	951	0
6262_7	k141_42993	9658	10923	+	1266	0
6262_8	k141_42993	11034	12197	-	1164	0
6262_9	k141_42993	12258	13427	-	1170	0
6262_10	k141_42993	13458	15713	-	2256	0
6262_11	k141_42993	15931	16548	-	618	0
6262_12	k141_42993	16553	17410	-	858	0
6262_13	k141_42993	17866	18186	+	321	0
6262_14	k141_42993	18251	20554	+	2304	2
6262_15	k141_42993	20570	20695	+	126	0
6262_16	k141_42993	20698	22686	-	1989	0
6262_17	k141_42993	22705	23100	-	396	0
6262_18	k141_42993	23133	23579	+	447	0
6263_1	k141_41308	3	758	+	756	0
6263_2	k141_41308	765	1376	+	612	0
6264_1	k141_17636	226	804	-	579	7
6265_1	k141_26945	1	153	+	153	0
6265_2	k141_26945	220	1467	+	1248	0
6265_3	k141_26945	1512	2465	+	954	0
6265_4	k141_26945	2606	2992	-	387	0
6265_5	k141_26945	3006	3674	-	669	0
6265_6	k141_26945	3679	4803	-	1125	0
6266_1	k141_45510	111	821	+	711	15
6266_2	k141_45510	1133	1567	+	435	19
6266_3	k141_45510	1657	1896	+	240	11
6266_4	k141_45510	1902	2189	+	288	10
6266_5	k141_45510	2399	2926	+	528	14
6266_6	k141_45510	3210	3521	+	312	11
6266_7	k141_45510	3505	3846	+	342	5
6266_8	k141_45510	4081	4233	+	153	9
6266_9	k141_45510	4459	5028	+	570	15
6266_10	k141_45510	5322	5942	+	621	6
6266_11	k141_45510	5939	6946	+	1008	22
6266_12	k141_45510	7071	8240	+	1170	25
6266_13	k141_45510	8240	9001	+	762	18
6266_14	k141_45510	9152	9313	+	162	3
6266_15	k141_45510	9318	10214	+	897	26
6266_16	k141_45510	10272	10703	+	432	10
6266_17	k141_45510	10696	10794	+	99	0
6267_1	k141_41309	2	301	+	300	0
6267_2	k141_41309	317	1144	+	828	0
6268_1	k141_17637	3	1292	-	1290	0
6269_1	k141_19313	144	1613	+	1470	0
6269_2	k141_19313	1603	2766	+	1164	0
6269_3	k141_19313	2768	3652	+	885	0
6269_4	k141_19313	3669	4793	+	1125	0
6270_1	k141_3970	1	1308	+	1308	0
6271_1	k141_42995	1	723	+	723	0
6271_2	k141_42995	733	1557	+	825	0
6271_3	k141_42995	1560	2591	-	1032	0
6272_1	k141_10680	2	919	-	918	4
6272_2	k141_10680	968	1585	-	618	2
6272_3	k141_10680	1582	1953	-	372	2
6273_1	k141_17642	3	764	-	762	0
6273_2	k141_17642	782	1192	-	411	0
6274_1	k141_19314	571	1953	+	1383	2
6275_1	k141_45514	51	1526	-	1476	0
6276_1	k141_3971	1072	1761	-	690	0
6276_2	k141_3971	1774	2037	-	264	0
6277_1	k141_41313	203	1225	+	1023	0
6278_1	k141_17643	3	140	+	138	0
6279_1	k141_3972	3	689	+	687	0
6279_2	k141_3972	736	1074	+	339	0
6280_1	k141_19316	2	544	-	543	0
6280_2	k141_19316	558	1268	-	711	0
6281_1	k141_10681	2	406	+	405	0
6281_2	k141_10681	432	2150	+	1719	1
6282_1	k141_6114	239	493	+	255	0
6282_2	k141_6114	490	696	+	207	0
6282_3	k141_6114	997	1341	+	345	0
6282_4	k141_6114	1616	1876	-	261	0
6282_5	k141_6114	1999	3663	-	1665	0
6282_6	k141_6114	3647	4687	-	1041	0
6282_7	k141_6114	4833	6296	-	1464	0
6282_8	k141_6114	6311	9595	-	3285	0
6282_9	k141_6114	9679	10584	-	906	0
6282_10	k141_6114	10609	13149	-	2541	0
6282_11	k141_6114	13155	13871	-	717	0
6282_12	k141_6114	14230	14484	+	255	0
6283_1	k141_45516	24	1241	+	1218	0
6283_2	k141_45516	1323	2246	-	924	0
6284_1	k141_43001	1	111	-	111	0
6284_2	k141_43001	261	1013	-	753	0
6284_3	k141_43001	1010	1666	-	657	0
6284_4	k141_43001	1780	2358	-	579	0
6285_1	k141_19318	3	119	-	117	0
6285_2	k141_19318	419	1315	-	897	0
6286_1	k141_26953	138	326	-	189	38
6286_2	k141_26953	418	876	+	459	131
6286_3	k141_26953	1153	1728	+	576	133
6286_4	k141_26953	1722	2639	-	918	197
6286_5	k141_26953	2667	3593	+	927	182
6286_6	k141_26953	3603	4451	+	849	209
6287_1	k141_45518	3	542	+	540	0
6287_2	k141_45518	692	1252	+	561	3
6288_1	k141_6118	1	114	+	114	82
6288_2	k141_6118	472	1305	-	834	679
6289_1	k141_19319	1	204	+	204	0
6289_2	k141_19319	197	544	+	348	2
6289_3	k141_19319	631	2202	+	1572	4
6290_1	k141_43002	1	1026	-	1026	0
6290_2	k141_43002	1889	2794	-	906	0
6291_1	k141_19320	2	253	-	252	36
6291_2	k141_19320	257	478	-	222	32
6291_3	k141_19320	732	1283	+	552	47
6292_1	k141_22072	3	146	-	144	0
6292_2	k141_22072	171	1424	-	1254	0
6292_3	k141_22072	1429	2673	-	1245	1
6292_4	k141_22072	2685	4388	-	1704	0
6292_5	k141_22072	4616	5401	+	786	0
6292_6	k141_22072	5491	6216	-	726	0
6292_7	k141_22072	6227	7366	-	1140	0
6292_8	k141_22072	7459	8433	-	975	0
6292_9	k141_22072	8430	9500	-	1071	0
6292_10	k141_22072	9554	10270	-	717	0
6292_11	k141_22072	10429	10590	-	162	0
6292_12	k141_22072	10780	11346	+	567	0
6292_13	k141_22072	11516	11923	-	408	0
6293_1	k141_24707	3	680	-	678	0
6293_2	k141_24707	677	1627	-	951	0
6293_3	k141_24707	1620	2426	-	807	0
6293_4	k141_24707	2436	3302	-	867	0
6293_5	k141_24707	3320	4264	-	945	0
6293_6	k141_24707	4266	5930	-	1665	0
6293_7	k141_24707	6121	6927	+	807	0
6293_8	k141_24707	7025	8083	+	1059	0
6293_9	k141_24707	8076	9080	+	1005	0
6293_10	k141_24707	9080	9829	+	750	0
6293_11	k141_24707	9813	10562	-	750	0
6293_12	k141_24707	10613	11449	-	837	0
6293_13	k141_24707	11481	12800	-	1320	0
6293_14	k141_24707	12877	14733	-	1857	0
6293_15	k141_24707	14860	15498	+	639	0
6293_16	k141_24707	15525	15737	-	213	0
6293_17	k141_24707	16247	17659	+	1413	2
6293_18	k141_24707	17971	18207	+	237	7
6293_19	k141_24707	18272	19258	-	987	2
6293_20	k141_24707	19360	19776	-	417	0
6293_21	k141_24707	19788	21008	-	1221	0
6293_22	k141_24707	21005	22279	-	1275	0
6293_23	k141_24707	22254	23000	-	747	2
6293_24	k141_24707	23017	24504	-	1488	2
6293_25	k141_24707	24507	24884	-	378	0
6293_26	k141_24707	25329	25841	-	513	0
6293_27	k141_24707	25853	26800	-	948	0
6293_28	k141_24707	26803	29340	-	2538	0
6293_29	k141_24707	29385	30062	-	678	0
6293_30	k141_24707	30122	30652	-	531	0
6293_31	k141_24707	31087	31746	+	660	0
6293_32	k141_24707	31825	32454	+	630	0
6293_33	k141_24707	32987	33235	-	249	0
6293_34	k141_24707	33525	33935	-	411	0
6293_35	k141_24707	33932	36988	-	3057	0
6293_36	k141_24707	37192	38313	+	1122	1
6293_37	k141_24707	38717	41095	-	2379	11
6293_38	k141_24707	41438	42271	+	834	4
6293_39	k141_24707	42425	43471	+	1047	3
6293_40	k141_24707	43586	43813	+	228	0
6293_41	k141_24707	43848	45290	-	1443	0
6293_42	k141_24707	45452	45916	-	465	0
6293_43	k141_24707	45998	46747	-	750	0
6293_44	k141_24707	46747	47298	-	552	0
6293_45	k141_24707	47523	48323	+	801	0
6293_46	k141_24707	48350	49408	-	1059	5
6293_47	k141_24707	49437	49736	-	300	0
6293_48	k141_24707	49741	52128	-	2388	16
6293_49	k141_24707	52144	53127	-	984	13
6293_50	k141_24707	53525	53881	-	357	7
6293_51	k141_24707	53932	54129	-	198	0
6294_1	k141_26963	2	601	-	600	0
6294_2	k141_26963	634	1410	-	777	0
6295_1	k141_22073	76	843	+	768	1
6295_2	k141_22073	855	1379	+	525	0
6296_1	k141_26966	1	618	-	618	0
6296_2	k141_26966	791	1090	+	300	0
6297_1	k141_6127	2	2140	+	2139	0
6297_2	k141_6127	2183	3310	+	1128	0
6298_1	k141_36328	500	1795	-	1296	25
6298_2	k141_36328	1869	2720	+	852	28
6298_3	k141_36328	2815	4101	+	1287	29
6298_4	k141_36328	4152	5186	+	1035	42
6298_5	k141_36328	5400	7706	-	2307	59
6298_6	k141_36328	7717	8058	-	342	9
6298_7	k141_36328	8093	10741	-	2649	96
6298_8	k141_36328	10832	11389	-	558	15
6298_9	k141_36328	11432	11704	-	273	7
6298_10	k141_36328	11899	13548	+	1650	46
6298_11	k141_36328	13573	14466	+	894	27
6298_12	k141_36328	14578	15450	-	873	21
6298_13	k141_36328	15491	15706	+	216	0
6298_14	k141_36328	15722	16714	+	993	26
