# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
25560_8	k141_116169	5399	7450	+	2052	9	0.00571941
25560_9	k141_116169	7524	8894	-	1371	0	0
25560_10	k141_116169	8911	9516	-	606	0	0
25560_11	k141_116169	9538	11817	-	2280	8	0.00457553
25561_1	k141_17074	1	669	+	669	2	0.00389843
25561_2	k141_17074	681	1610	+	930	2	0.00280435
25561_3	k141_17074	1660	2274	+	615	2	0.00424073
25561_4	k141_17074	2344	3354	+	1011	4	0.00515935
25562_1	k141_148115	86	631	+	546	0	0
25562_2	k141_148115	701	1072	+	372	0	0
25562_3	k141_148115	1277	2299	-	1023	1	0.00127471
25562_4	k141_148115	2525	2668	+	144	0	0
25562_5	k141_148115	2793	4187	+	1395	0	0
25562_6	k141_148115	4241	6484	+	2244	0	0
25562_7	k141_148115	6649	8364	+	1716	3	0.00227976
25562_8	k141_148115	8445	8969	+	525	0	0
25562_9	k141_148115	9016	11361	+	2346	2	0.0011117
25562_10	k141_148115	11378	12007	+	630	2	0.00413976
25562_11	k141_148115	12010	13482	+	1473	5	0.00442642
25562_12	k141_148115	13473	14738	+	1266	3	0.00309011
25562_13	k141_148115	14777	16567	+	1791	4	0.00291239
25562_14	k141_148115	16820	17518	-	699	0	0
25562_15	k141_148115	17840	18040	+	201	0	0
25563_1	k141_82512	3	884	-	882	5	0.00739243
25563_2	k141_82512	945	1433	-	489	5	0.0133336
25563_3	k141_82512	1472	2440	-	969	11	0.0148032
25563_4	k141_82512	2715	3176	-	462	6	0.0169354
25563_5	k141_82512	3173	3742	-	570	1	0.00228776
25563_6	k141_82512	3939	4001	+	63	0	0
25564_1	k141_104544	341	703	-	363	0	0
25564_2	k141_104544	808	1290	+	483	0	0
25564_3	k141_104544	1315	1422	+	108	0	0
25564_4	k141_104544	1506	2252	-	747	3	0.00523705
25565_1	k141_181047	2	517	+	516	1	0.00252718
25565_2	k141_181047	709	1395	+	687	1	0.00189814
25565_3	k141_181047	1505	3487	+	1983	2	0.0013152
25565_4	k141_181047	3471	5744	+	2274	3	0.00172035
25565_5	k141_181047	5808	6872	+	1065	3	0.00367331
25565_6	k141_181047	6869	7303	+	435	0	0
25565_7	k141_181047	7320	7871	+	552	3	0.00708709
25565_8	k141_181047	7888	10041	+	2154	4	0.00242159
25565_9	k141_181047	10665	12104	+	1440	16	0.0144892
25565_10	k141_181047	12239	13579	+	1341	3	0.00291728
25565_11	k141_181047	13658	14641	+	984	3	0.00397569
25565_12	k141_181047	14713	14988	+	276	0	0
25565_13	k141_181047	15061	15300	+	240	0	0
25565_14	k141_181047	15402	15683	+	282	1	0.0046242
25565_15	k141_181047	15822	16190	+	369	0	0
25565_16	k141_181047	16144	16458	+	315	0	0
25565_17	k141_181047	16714	18201	+	1488	0	0
25565_18	k141_181047	18230	18337	+	108	0	0
25565_19	k141_181047	18322	19857	+	1536	2	0.00169795
25565_20	k141_181047	19850	20377	+	528	0	0
25565_21	k141_181047	20394	22244	+	1851	11	0.00774947
25566_1	k141_148116	1	711	+	711	1	0.00183407
25566_2	k141_148116	665	1648	+	984	1	0.00132523
25567_1	k141_192702	1	1065	+	1065	0	0
25568_1	k141_39039	163	891	+	729	0	0
25568_2	k141_39039	878	1000	+	123	0	0
25568_3	k141_39039	1534	1812	-	279	0	0
25568_4	k141_39039	1881	2138	-	258	0	0
25568_5	k141_39039	2738	2935	-	198	0	0
25569_1	k141_17077	3	305	-	303	0	0
25569_2	k141_17077	588	1580	+	993	0	0
25569_3	k141_17077	1621	2244	+	624	0	0
25570_1	k141_213242	3	452	+	450	0	0
25570_2	k141_213242	619	1860	-	1242	0	0
25571_1	k141_48932	178	1929	+	1752	3	0.00223292
25572_1	k141_213243	3	365	+	363	0	0
25572_2	k141_213243	452	1165	+	714	0	0
25573_1	k141_203569	134	1204	+	1071	0	0
25573_2	k141_203569	1423	2106	+	684	3	0.00571941
25573_3	k141_203569	2260	2679	+	420	0	0
25573_4	k141_203569	2657	3781	+	1125	4	0.00463653
25573_5	k141_203569	3863	4750	+	888	4	0.00587399
25573_6	k141_203569	4991	5437	+	447	0	0
25573_7	k141_203569	5439	5765	+	327	5	0.0199392
25573_8	k141_203569	5864	6118	+	255	3	0.0153415
25573_9	k141_203569	6660	8471	+	1812	4	0.00287864
25573_10	k141_203569	8496	8690	+	195	2	0.0133746
25573_11	k141_203569	8703	8999	+	297	0	0
25573_12	k141_203569	9043	11811	+	2769	11	0.00518031
25573_13	k141_203569	11835	12242	+	408	0	0
25573_14	k141_203569	12277	12459	+	183	0	0
25574_1	k141_71599	2	166	-	165	0	0
25574_2	k141_71599	186	815	-	630	11	0.0227687
25574_3	k141_71599	885	1619	-	735	30	0.0532255
25574_4	k141_71599	1665	3191	-	1527	70	0.0597785
25574_5	k141_71599	3277	3846	-	570	10	0.0228776
25574_6	k141_71599	3864	4901	-	1038	18	0.0226131
25574_7	k141_71599	4894	5847	-	954	25	0.0341726
25574_8	k141_71599	5834	7678	-	1845	48	0.0339258
25574_9	k141_71599	7713	9419	-	1707	15	0.0114589
25574_10	k141_71599	9519	11171	-	1653	58	0.0457553
25574_11	k141_71599	11190	12698	-	1509	65	0.0561707
25574_12	k141_71599	12784	14067	-	1284	55	0.0558578
25574_13	k141_71599	14340	14549	-	210	3	0.0186289
25575_1	k141_48934	1	591	-	591	0	0
25575_2	k141_48934	610	1314	-	705	0	0
25576_1	k141_181052	2	190	+	189	0	0
25576_2	k141_181052	223	891	+	669	0	0
25576_3	k141_181052	946	2013	+	1068	1	0.001221
25577_1	k141_126337	2	313	-	312	0	0
25577_2	k141_126337	595	3156	-	2562	15	0.00763481
25577_3	k141_126337	3211	3951	-	741	2	0.00351963
25578_1	k141_203571	2	448	-	447	0	0
25578_2	k141_203571	506	700	-	195	0	0
25578_3	k141_203571	697	1293	-	597	0	0
25579_1	k141_39044	1	834	+	834	4	0.00625432
25579_2	k141_39044	845	1225	+	381	1	0.00342264
25579_3	k141_39044	1373	1558	+	186	1	0.00701089
25579_4	k141_39044	1539	2969	+	1431	2	0.00182254
25580_1	k141_82523	2	1009	-	1008	4	0.0051747
25581_1	k141_71602	2	757	+	756	0	0
25581_2	k141_71602	819	1022	-	204	0	0
25581_3	k141_71602	1088	1276	-	189	0	0
25582_1	k141_116182	2	1219	-	1218	0	0
25582_2	k141_116182	1277	1594	-	318	3	0.0123021
25582_3	k141_116182	1666	2043	-	378	0	0
25583_1	k141_126339	2	1063	+	1062	2	0.00245579
25584_1	k141_203572	2	1045	+	1044	6	0.00749439
25584_2	k141_203572	1370	2065	+	696	0	0
25585_1	k141_28206	3	446	-	444	2	0.00587399
25585_2	k141_28206	654	2261	+	1608	15	0.0121644
25585_3	k141_28206	2402	2767	-	366	5	0.0178145
25585_4	k141_28206	2914	3555	-	642	7	0.0142183
25585_5	k141_28206	3542	4162	-	621	7	0.0146992
25585_6	k141_28206	4152	4496	-	345	0	0
25585_7	k141_28206	4486	5031	-	546	1	0.00238832
25585_8	k141_28206	5218	6588	+	1371	11	0.0104626
25585_9	k141_28206	6760	7485	+	726	2	0.00359235
25585_10	k141_28206	7478	8767	+	1290	6	0.00606523
25585_11	k141_28206	9002	9190	+	189	0	0
25585_12	k141_28206	9247	9684	-	438	1	0.00297723
25585_13	k141_28206	9686	10627	-	942	9	0.0124588
25585_14	k141_28206	10642	11397	-	756	8	0.0137992
25585_15	k141_28206	11585	12127	+	543	2	0.00480304
25585_16	k141_28206	12169	13542	-	1374	11	0.0104398
25585_17	k141_28206	13723	15738	-	2016	25	0.0161709
25585_18	k141_28206	15979	16599	+	621	2	0.00419976
25585_19	k141_28206	16680	18014	+	1335	4	0.00390719
25585_20	k141_28206	18031	19239	+	1209	3	0.00323579
25585_21	k141_28206	19346	19984	-	639	7	0.0142851
25585_22	k141_28206	20015	20944	-	930	1	0.00140218
25585_23	k141_28206	20960	21664	-	705	4	0.00739872
25585_24	k141_28206	21657	22118	-	462	3	0.00846769
25585_25	k141_28206	22190	23119	-	930	7	0.00981524
25585_26	k141_28206	23284	24261	-	978	9	0.0120002
25585_27	k141_28206	24276	25205	-	930	8	0.0112174
25585_28	k141_28206	25337	26689	-	1353	4	0.00385521
25585_29	k141_28206	27202	28053	+	852	6	0.00918327
25585_30	k141_28206	28300	28380	+	81	0	0
25586_1	k141_17081	2	1642	+	1641	4	0.00317861
25586_2	k141_17081	1646	1846	+	201	11	0.0713645
25586_3	k141_17081	1916	2755	-	840	26	0.0403627
25586_4	k141_17081	3076	3447	-	372	13	0.0455708
25586_5	k141_17081	3444	4823	-	1380	52	0.0491372
25587_1	k141_116186	2	403	-	402	0	0
25587_2	k141_116186	547	948	-	402	0	0
25588_1	k141_39050	1	672	-	672	0	0
25588_2	k141_39050	904	1368	-	465	0	0
25589_1	k141_93787	1	708	+	708	9	0.0165766
25589_2	k141_93787	843	1643	+	801	6	0.00976798
25589_3	k141_93787	1725	3131	+	1407	20	0.0185362
25589_4	k141_93787	3169	4392	+	1224	13	0.0138499
25589_5	k141_93787	4603	6018	+	1416	15	0.0138138
25589_6	k141_93787	6028	7884	+	1857	33	0.0231733
25589_7	k141_93787	7967	9076	+	1110	24	0.0281951
25589_8	k141_93787	9409	10257	+	849	13	0.0199674
25589_9	k141_93787	10273	10743	+	471	3	0.00830589
25590_1	k141_82524	2	2296	+	2295	4	0.00227281
25590_2	k141_82524	2305	3012	+	708	1	0.00184184
25590_3	k141_82524	3027	3344	+	318	0	0
25591_1	k141_192722	2	592	-	591	0	0
25591_2	k141_192722	600	1169	-	570	0	0
25591_3	k141_192722	1181	1561	-	381	0	0
25592_1	k141_181063	1	1149	-	1149	0	0
25593_1	k141_203576	2	424	-	423	1	0.0030828
25593_2	k141_203576	692	1081	-	390	0	0
25593_3	k141_203576	1029	1220	-	192	0	0
25594_1	k141_48940	1	447	-	447	0	0
25594_2	k141_48940	578	1927	-	1350	1	0.000965944
25594_3	k141_48940	1924	2598	-	675	5	0.00965944
25594_4	k141_48940	2770	4353	-	1584	6	0.00493949
25595_1	k141_203577	20	1060	+	1041	0	0
25596_1	k141_126345	94	1455	-	1362	1	0.000957434
25596_2	k141_126345	1890	2405	+	516	0	0
25596_3	k141_126345	2552	3202	+	651	0	0
25597_1	k141_17090	3	1331	-	1329	0	0
25598_1	k141_28215	269	1183	-	915	0	0
25599_1	k141_93788	1	1842	-	1842	0	0
25599_2	k141_93788	1953	3032	+	1080	0	0
25600_1	k141_39057	1	858	-	858	118	0.179341
25600_2	k141_39057	921	1202	-	282	32	0.147974
25601_1	k141_82532	1	720	+	720	1	0.00181115
25601_2	k141_82532	889	1290	+	402	2	0.00648769
25602_1	k141_192724	2	763	+	762	0	0
25602_2	k141_192724	928	1377	+	450	0	0
25602_3	k141_192724	1414	3678	-	2265	1	0.000575728
25602_4	k141_192724	3723	3899	+	177	0	0
25603_1	k141_93789	186	647	+	462	0	0
25603_2	k141_93789	881	1813	+	933	4	0.00559067
25604_1	k141_148120	2	523	-	522	0	0
25604_2	k141_148120	832	2091	+	1260	1	0.00103494
25604_3	k141_148120	2088	2297	+	210	0	0
25604_4	k141_148120	2351	3673	+	1323	0	0
25604_5	k141_148120	3692	4984	+	1293	0	0
25604_6	k141_148120	4981	6015	+	1035	1	0.00125993
25604_7	k141_148120	6117	7016	+	900	0	0
25604_8	k141_148120	7016	7909	+	894	2	0.00291728
25604_9	k141_148120	8017	9507	+	1491	0	0
25604_10	k141_148120	9658	10932	+	1275	3	0.00306829
25604_11	k141_148120	11001	11258	+	258	0	0
25605_1	k141_116200	59	1123	-	1065	0	0
25605_2	k141_116200	1129	1347	-	219	0	0
25606_1	k141_39061	3	1016	-	1014	0	0
25606_2	k141_39061	1104	1508	+	405	3	0.00965944
25607_1	k141_203583	2	274	+	273	0	0
25607_2	k141_203583	289	2511	+	2223	3	0.00175982
25607_3	k141_203583	2609	3016	+	408	0	0
25608_1	k141_181078	3	1442	+	1440	4	0.00362229
25609_1	k141_82538	57	656	-	600	0	0
25609_2	k141_82538	653	994	-	342	0	0
25609_3	k141_82538	1012	1509	-	498	0	0
25609_4	k141_82538	1511	1645	-	135	0	0
25610_1	k141_192731	3	572	-	570	0	0
25610_2	k141_192731	641	1138	-	498	0	0
25611_1	k141_6368	3	65	-	63	0	0
25611_2	k141_6368	100	375	-	276	0	0
25611_3	k141_6368	587	1636	+	1050	0	0
25611_4	k141_6368	1728	2207	+	480	0	0
25611_5	k141_6368	2285	3640	+	1356	1	0.00096167
25611_6	k141_6368	3618	4250	+	633	0	0
25611_7	k141_6368	4412	4636	-	225	0	0
25611_8	k141_6368	4645	4947	-	303	0	0
25611_9	k141_6368	5028	6458	-	1431	0	0
25611_10	k141_6368	6690	7475	-	786	0	0
25611_11	k141_6368	7512	9485	-	1974	0	0
25611_12	k141_6368	9509	11551	-	2043	0	0
25611_13	k141_6368	12481	13425	-	945	0	0
25611_14	k141_6368	13584	15365	-	1782	1	0.000731776
25611_15	k141_6368	15393	16082	-	690	1	0.00188989
25611_16	k141_6368	16324	17517	+	1194	0	0
25611_17	k141_6368	17577	18377	+	801	0	0
25611_18	k141_6368	18379	20247	+	1869	0	0
25611_19	k141_6368	20403	21242	+	840	0	0
25611_20	k141_6368	21244	21459	-	216	0	0
25611_21	k141_6368	21486	22721	-	1236	1	0.00105504
25611_22	k141_6368	22902	23033	+	132	0	0
25612_1	k141_28229	2	2023	-	2022	2	0.00128984
25612_2	k141_28229	1998	2243	-	246	0	0
25613_1	k141_203587	118	912	+	795	3	0.00492085
25613_2	k141_203587	912	1157	+	246	1	0.00530091
25614_1	k141_17107	3	1391	+	1389	0	0
25615_1	k141_93791	259	1575	+	1317	1	0.000990148
25615_2	k141_93791	1580	3469	+	1890	12	0.00827952
25616_1	k141_39062	2	2998	-	2997	2	0.00087022
25617_1	k141_148125	1	555	+	555	0	0
25617_2	k141_148125	515	733	+	219	0	0
25617_3	k141_148125	700	1755	+	1056	4	0.00493949
25617_4	k141_148125	2097	2210	+	114	0	0
25618_1	k141_28230	1	1014	+	1014	0	0
25618_2	k141_28230	1075	1272	+	198	1	0.00658598
25618_3	k141_28230	1486	1680	+	195	0	0
25619_1	k141_6371	1	513	-	513	0	0
25619_2	k141_6371	546	1454	-	909	3	0.00430371
25620_1	k141_181081	3	440	-	438	0	0
25620_2	k141_181081	671	2005	+	1335	5	0.00488399
25621_1	k141_93796	1	1155	+	1155	0	0
25622_1	k141_181083	3	260	-	258	1	0.00505436
25622_2	k141_181083	755	991	+	237	0	0
25622_3	k141_181083	1069	1311	-	243	0	0
25623_1	k141_203592	2	709	+	708	0	0
25623_2	k141_203592	742	1011	+	270	0	0
25623_3	k141_203592	1088	1366	+	279	0	0
25623_4	k141_203592	1418	1627	+	210	0	0
25624_1	k141_104553	3	341	-	339	0	0
25624_2	k141_104553	341	1324	-	984	12	0.0159027
25624_3	k141_104553	1327	2832	-	1506	16	0.0138542
25624_4	k141_104553	2829	3722	-	894	10	0.0145864
25624_5	k141_104553	3709	4200	-	492	3	0.00795137
25624_6	k141_104553	4190	5419	-	1230	14	0.0148426
25624_7	k141_104553	5621	6418	+	798	9	0.014707
25624_8	k141_104553	6541	7752	-	1212	8	0.00860742
25624_9	k141_104553	7916	8740	-	825	6	0.00948382
25624_10	k141_104553	8887	9846	-	960	4	0.00543344
25624_11	k141_104553	9875	10846	-	972	1	0.00134159
25624_12	k141_104553	10862	12259	-	1398	8	0.00746223
25624_13	k141_104553	12275	13654	-	1380	7	0.00661462
25624_14	k141_104553	13700	14362	-	663	1	0.00196685
25624_15	k141_104553	14379	15209	-	831	3	0.00470767
25624_16	k141_104553	15350	15511	+	162	1	0.00804954
25624_17	k141_104553	15548	16699	-	1152	5	0.00565983
25625_1	k141_104554	135	1085	+	951	0	0
25626_1	k141_203596	2	724	+	723	7	0.0126254
25626_2	k141_203596	794	1186	+	393	0	0
25627_1	k141_148129	3	1112	-	1110	0	0
25627_2	k141_148129	1134	2051	-	918	0	0
25627_3	k141_148129	2106	2891	-	786	0	0
25628_1	k141_116208	2	913	-	912	1	0.00142985
25628_2	k141_116208	928	1167	-	240	0	0
25628_3	k141_116208	1178	1414	-	237	1	0.00550221
25628_4	k141_116208	1430	1651	-	222	0	0
25628_5	k141_116208	1749	1970	-	222	0	0
25628_6	k141_116208	1973	2524	-	552	1	0.00236236
25628_7	k141_116208	2634	3218	-	585	2	0.0044582
25628_8	k141_116208	3705	4271	-	567	5	0.0114993
25628_9	k141_116208	4485	4889	+	405	0	0
25628_10	k141_116208	4896	5480	+	585	0	0
25628_11	k141_116208	5500	5619	+	120	0	0
25629_1	k141_71612	155	421	-	267	2	0.00976798
25629_2	k141_71612	683	2329	+	1647	9	0.00712582
25629_3	k141_71612	2326	3084	+	759	4	0.00687233
25629_4	k141_71612	3081	4283	+	1203	4	0.00433591
25629_5	k141_71612	4294	6435	+	2142	5	0.00304394
25629_6	k141_71612	6351	6878	-	528	6	0.0148185
25629_7	k141_71612	7485	8387	+	903	2	0.00288821
25629_8	k141_71612	8554	10179	+	1626	18	0.0144357
25629_9	k141_71612	10222	11178	+	957	3	0.00408785
25629_10	k141_71612	11181	12005	+	825	11	0.017387
25629_11	k141_71612	12002	12835	+	834	4	0.00625432
25629_12	k141_71612	12828	13622	+	795	2	0.00328057
25629_13	k141_71612	13619	14551	+	933	5	0.00698834
25629_14	k141_71612	14924	15058	+	135	1	0.00965944
25630_1	k141_116209	3	623	+	621	1	0.00209988
25630_2	k141_116209	691	1242	+	552	2	0.00472473
25631_1	k141_203597	451	1353	+	903	8	0.0115528
25631_2	k141_203597	1431	1670	+	240	0	0
25632_1	k141_48951	298	1404	-	1107	1	0.00117798
25632_2	k141_48951	1424	1978	-	555	2	0.00469919
25632_3	k141_48951	2205	3605	-	1401	7	0.00651547
25632_4	k141_48951	3592	5010	-	1419	3	0.00275692
25632_5	k141_48951	5010	5873	-	864	6	0.00905573
25632_6	k141_48951	5870	6970	-	1101	0	0
25632_7	k141_48951	7168	7851	+	684	1	0.00190647
25632_8	k141_48951	7876	8946	+	1071	1	0.00121758
25633_1	k141_126367	49	525	+	477	6	0.0164028
25633_2	k141_126367	537	2066	+	1530	9	0.00767073
25633_3	k141_126367	2424	2948	+	525	0	0
25633_4	k141_126367	2912	3331	+	420	2	0.00620964
25633_5	k141_126367	3558	3770	+	213	0	0
25633_6	k141_126367	3964	4224	+	261	0	0
25634_1	k141_213257	161	1291	-	1131	0	0
25634_2	k141_213257	1397	2353	-	957	0	0
25634_3	k141_213257	2355	3179	-	825	0	0
25634_4	k141_213257	3198	4169	-	972	0	0
25634_5	k141_213257	4126	4782	-	657	3	0.00595445
25634_6	k141_213257	4779	5618	-	840	0	0
25634_7	k141_213257	5647	6840	-	1194	0	0
25634_8	k141_213257	6846	7700	-	855	0	0
25634_9	k141_213257	7713	9008	-	1296	0	0
25634_10	k141_213257	9023	10300	-	1278	0	0
25634_11	k141_213257	10668	10895	-	228	0	0
25634_12	k141_213257	10907	11641	-	735	0	0
25634_13	k141_213257	11644	13173	-	1530	0	0
25634_14	k141_213257	13269	14678	-	1410	0	0
25634_15	k141_213257	14698	15825	-	1128	0	0
25634_16	k141_213257	15846	16205	-	360	0	0
25635_1	k141_6385	28	1074	-	1047	0	0
25635_2	k141_6385	1082	1291	-	210	0	0
25636_1	k141_181095	177	1229	+	1053	1	0.00123839
25637_1	k141_48952	2	1108	-	1107	0	0
25638_1	k141_148135	143	1282	-	1140	6	0.00686329
25638_2	k141_148135	1537	1635	-	99	1	0.013172
25639_1	k141_61164	2	754	+	753	2	0.00346355
25639_2	k141_61164	1204	2172	+	969	0	0
25639_3	k141_61164	2190	2801	+	612	0	0
25639_4	k141_61164	2798	3601	+	804	0	0
25639_5	k141_61164	3598	4251	+	654	0	0
25639_6	k141_61164	4223	5134	+	912	1	0.00142985
25639_7	k141_61164	5190	6482	+	1293	0	0
25639_8	k141_61164	6896	8611	-	1716	0	0
25639_9	k141_61164	8870	9844	+	975	0	0
25639_10	k141_61164	10472	11560	+	1089	0	0
25639_11	k141_61164	11603	12730	-	1128	0	0
25639_12	k141_61164	12723	13256	-	534	0	0
25639_13	k141_61164	13261	13650	-	390	0	0
25639_14	k141_61164	13634	14686	-	1053	0	0
25639_15	k141_61164	14861	16216	-	1356	0	0
25639_16	k141_61164	16411	17535	-	1125	0	0
25639_17	k141_61164	17714	17818	-	105	0	0
25639_18	k141_61164	17994	18698	+	705	0	0
25639_19	k141_61164	18730	22359	+	3630	1	0.000359235
25639_20	k141_61164	22484	23356	+	873	0	0
25639_21	k141_61164	23361	25238	+	1878	0	0
25639_22	k141_61164	25494	25610	-	117	0	0
25639_23	k141_61164	25624	26091	-	468	0	0
25640_1	k141_136701	200	1087	-	888	23	0.0337754
25640_2	k141_136701	1124	1573	-	450	0	0
25640_3	k141_136701	1727	2746	-	1020	15	0.0191768
25640_4	k141_136701	2836	3390	-	555	11	0.0258455
25640_5	k141_136701	3518	3961	-	444	2	0.00587399
25640_6	k141_136701	3978	6056	-	2079	37	0.0232078
25640_7	k141_136701	6053	6430	-	378	1	0.0034498
25640_8	k141_136701	6718	9120	+	2403	37	0.0200786
25640_9	k141_136701	9190	11040	+	1851	22	0.0154989
25640_10	k141_136701	11109	11561	-	453	6	0.0172719
25640_11	k141_136701	11558	12334	-	777	15	0.0251742
25640_12	k141_136701	12324	13088	-	765	15	0.0255691
25640_13	k141_136701	13090	14037	-	948	7	0.00962887
25640_14	k141_136701	14041	15018	-	978	16	0.0213337
25640_15	k141_136701	15015	16202	-	1188	25	0.0274416
25640_16	k141_136701	16212	17207	-	996	12	0.0157111
25640_17	k141_136701	17221	18270	-	1050	31	0.0384998
25640_18	k141_136701	18299	19462	-	1164	15	0.0168044
25640_19	k141_136701	19620	20816	-	1197	11	0.0119835
25640_20	k141_136701	20837	22642	-	1806	10	0.00722051
25640_21	k141_136701	22646	24430	-	1785	39	0.0284913
25640_22	k141_136701	24441	25181	-	741	16	0.0281571
25640_23	k141_136701	25194	25994	-	801	10	0.01628
25640_24	k141_136701	26082	27428	-	1347	15	0.0145214
25640_25	k141_136701	27554	28690	-	1137	10	0.011469
25640_26	k141_136701	28832	29596	-	765	16	0.0272737
25640_27	k141_136701	29658	30632	-	975	4	0.00534984
25640_28	k141_136701	30652	31293	-	642	0	0
25640_29	k141_136701	31367	32527	-	1161	19	0.0213406
25640_30	k141_136701	32582	33268	-	687	12	0.0227777
25640_31	k141_136701	33323	33877	-	555	9	0.0211463
25640_32	k141_136701	33879	34685	-	807	7	0.0113112
25640_33	k141_136701	34774	35481	+	708	8	0.0147347
25640_34	k141_136701	35616	37409	+	1794	14	0.0101763
25640_35	k141_136701	37599	38339	+	741	8	0.0140785
25640_36	k141_136701	38385	38792	+	408	6	0.0191768
25640_37	k141_136701	38868	39278	-	411	7	0.0222097
25640_38	k141_136701	39298	40482	-	1185	22	0.0242097
25640_39	k141_136701	40920	42581	+	1662	16	0.0125538
25640_40	k141_136701	42663	43841	+	1179	16	0.0176967
25640_41	k141_136701	44285	45652	-	1368	15	0.0142985
25640_42	k141_136701	45748	46677	+	930	2	0.00280435
25640_43	k141_136701	46723	48072	+	1350	15	0.0144892
25640_44	k141_136701	48079	49623	+	1545	18	0.0151925
25640_45	k141_136701	49747	50016	+	270	3	0.0144892
25640_46	k141_136701	50034	51401	+	1368	19	0.0181115
25640_47	k141_136701	51689	51904	+	216	1	0.00603715
25640_48	k141_136701	51907	53070	-	1164	9	0.0100827
25640_49	k141_136701	53256	53666	+	411	9	0.0285553
25640_50	k141_136701	53704	54411	+	708	7	0.0128929
25640_51	k141_136701	54415	54867	+	453	1	0.00287864
25640_52	k141_136701	54937	55566	+	630	15	0.0310482
25640_53	k141_136701	55637	57475	-	1839	31	0.0219819
25640_54	k141_136701	57552	59414	-	1863	38	0.0265985
25640_55	k141_136701	59417	60193	-	777	12	0.0201394
25640_56	k141_136701	60206	61003	-	798	16	0.0261459
25640_57	k141_136701	61013	61579	-	567	10	0.0229987
25640_58	k141_136701	61798	62355	+	558	3	0.00701089
25640_59	k141_136701	62352	63044	+	693	6	0.0112903
25640_60	k141_136701	63091	64458	-	1368	17	0.016205
25640_61	k141_136701	64654	65754	-	1101	16	0.0189504
25640_62	k141_136701	65772	66557	-	786	11	0.0182497
25640_63	k141_136701	66572	67741	-	1170	19	0.0211765
25640_64	k141_136701	67819	68691	-	873	4	0.00597491
25640_65	k141_136701	68779	69564	-	786	6	0.00995439
25640_66	k141_136701	69583	70797	-	1215	17	0.0182456
25640_67	k141_136701	70898	71386	-	489	15	0.0400008
25640_68	k141_136701	72154	73062	+	909	24	0.0344297
25640_69	k141_136701	73085	74152	+	1068	13	0.015873
25640_70	k141_136701	74214	75344	-	1131	23	0.0265186
25640_71	k141_136701	75953	76525	-	573	4	0.00910314
25641_1	k141_148136	3	920	-	918	3	0.00426152
25641_2	k141_148136	1072	1272	-	201	0	0
25642_1	k141_104560	1	1509	-	1509	1	0.000864165
25642_2	k141_104560	1720	1950	-	231	1	0.00564513
25642_3	k141_104560	2128	3165	-	1038	0	0
25643_1	k141_203598	321	1100	+	780	4	0.00668731
25643_2	k141_203598	1088	1876	+	789	13	0.0214858
25643_3	k141_203598	2287	4326	+	2040	23	0.0147022
25644_1	k141_71614	2	535	+	534	0	0
25644_2	k141_71614	654	2816	+	2163	7	0.00422014
25644_3	k141_71614	2871	3569	-	699	1	0.00186556
25644_4	k141_71614	3832	4020	-	189	0	0
25644_5	k141_71614	3998	4099	-	102	0	0
25645_1	k141_104562	11	487	-	477	0	0
25645_2	k141_104562	543	881	-	339	0	0
25645_3	k141_104562	887	1252	-	366	0	0
25646_1	k141_148141	1	192	+	192	0	0
25646_2	k141_148141	205	1005	+	801	0	0
25647_1	k141_116214	3	863	+	861	0	0
25647_2	k141_116214	913	1482	+	570	2	0.00457553
25647_3	k141_116214	1488	2354	+	867	0	0
25647_4	k141_116214	2362	3435	+	1074	0	0
25648_1	k141_104566	3	878	-	876	0	0
25648_2	k141_104566	894	1292	-	399	0	0
25649_1	k141_116218	1	687	+	687	0	0
25649_2	k141_116218	733	1047	+	315	0	0
25650_1	k141_203602	324	1196	-	873	54	0.0806613
25651_1	k141_148142	2	265	+	264	0	0
25651_2	k141_148142	317	1534	-	1218	0	0
25652_1	k141_93798	3	644	+	642	0	0
25652_2	k141_93798	1130	1714	+	585	0	0
25652_3	k141_93798	1726	3141	+	1416	0	0
25652_4	k141_93798	3169	4968	+	1800	0	0
25652_5	k141_93798	5024	6085	+	1062	0	0
25652_6	k141_93798	6117	7280	+	1164	0	0
25652_7	k141_93798	7287	10574	+	3288	1	0.000396601
25652_8	k141_93798	10730	10840	+	111	0	0
25653_1	k141_48962	2	328	+	327	0	0
